source,target,source_coordinates,target_coordinates,keywords,source_university,target_university
"Russell, Matthew William","Sun, Laichen",POINT (-77.0163 38.9047),POINT (-83.731 42.2759),military,George Washington University,University of Michigan
"Russell, Matthew William","Swope, Kenneth Michael, Jr.",POINT (-77.0163 38.9047),POINT (-83.731 42.2759),military,George Washington University,University of Michigan
"Daniels, Joel David ","Aviv, Eyal",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),buddhism,Georgetown University,Harvard University
"Daniels, Joel David ","McKeown, Arthur Philip",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),buddhism,Georgetown University,Harvard University
"Daniels, Joel David ","Ying, Lei",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),buddhism,Georgetown University,Harvard University
"Daniels, Joel David ","Wu, Jiang",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),buddhism,Georgetown University,Harvard University
"Daniels, Joel David ","Kim, Youn-mi",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),buddhism,Georgetown University,Harvard University
"Daniels, Joel David ","Hammerstrom, Erik J.",POINT (-77.0163 38.9047),POINT (-86.5257 39.1637),buddhism,Georgetown University,Indiana University
"Daniels, Joel David ","Elverskog, Carl Johan",POINT (-77.0163 38.9047),POINT (-86.5257 39.1637),buddhism,Georgetown University,Indiana University
"Daniels, Joel David ","Salguero, C. Pierce",POINT (-77.0163 38.9047),POINT (-76.6144 39.3051),buddhism,Georgetown University,Johns Hopkins University
"Daniels, Joel David ","Kent, Richard Kellogg",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),buddhism,Georgetown University,Princeton University
"Daniels, Joel David ","Yu, Jimmy Yung Fung",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),buddhism,Georgetown University,Princeton University
"Daniels, Joel David ","Chapman, Ian D.",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),buddhism,Georgetown University,Princeton University
"Daniels, Joel David ","Morrison, Elizabeth Anne",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),buddhism,Georgetown University,Stanford University
"Daniels, Joel David ","Ng, Zhiru",POINT (-77.0163 38.9047),POINT (-110.8787 32.1541),buddhism,Georgetown University,University of Arizona
"Daniels, Joel David ","Chou, Wen-Shing Lucia",POINT (-77.0163 38.9047),POINT (-122.276 37.8722),buddhism,Georgetown University,University of California Berkeley
"Daniels, Joel David ","Jessup, James Brooks",POINT (-77.0163 38.9047),POINT (-122.276 37.8722),buddhism,Georgetown University,University of California Berkeley
"Daniels, Joel David ","Koh, Seunghak",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),buddhism,Georgetown University,University of California Irvine
"Daniels, Joel David ","Kim, Minku",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),buddhism,Georgetown University,University of California Irvine
"Daniels, Joel David ","Wing, Sherin Hah-Ying Horton",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),buddhism,Georgetown University,University of California Irvine
"Daniels, Joel David ","Hua, Kaiqi",POINT (-77.0163 38.9047),POINT (-120.4779 37.3057),buddhism,Georgetown University,University of California Merced
"Daniels, Joel David ","Hennessey, Anna Madelyn",POINT (-77.0163 38.9047),POINT (-119.7202 34.4285),buddhism,Georgetown University,University of California Santa Barbara
"Daniels, Joel David ","Tsai, Hsing-li",POINT (-77.0163 38.9047),POINT (-95.2642 38.9597),buddhism,Georgetown University,University of Kansas
"Daniels, Joel David ","Leung, Andrew K. Y.",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),buddhism,Georgetown University,University of Pennsylvania
"Daniels, Joel David ","Wang, Jiajia",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),buddhism,Georgetown University,University of Pennsylvania
"Daniels, Joel David ","Huynh, Trung",POINT (-77.0163 38.9047),POINT (-118.0823 34.0689),buddhism,Georgetown University,University of the West
"Daniels, Joel David ","Wu, Ming-Kuo",POINT (-77.0163 38.9047),POINT (-117.433 47.6671),buddhism,Georgetown University,Washington State University
"Daniels, Joel David ","Chen, Gilbert Zhe ",POINT (-77.0163 38.9047),POINT (-90.2451 38.6359),buddhism,Georgetown University,Washington University in St. Louis
"Daniels, Joel David ","Wang, Mengxiao",POINT (-77.0163 38.9047),POINT (-72.9246 41.3113),buddhism,Georgetown University,Yale University
"Daniels, Joel David ","Wang, Jinping",POINT (-77.0163 38.9047),POINT (-72.9246 41.3113),buddhism,Georgetown University,Yale University
"Eng, Karen Mei","Yu, Hongyuan",POINT (-77.0163 38.9047),POINT (-82.9855 39.9862),cultural,Georgetown University,The Ohio State University
"Eng, Karen Mei","Meng, Yue",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),cultural,Georgetown University,University of California Irvine
"Wen, Shuang","Lin, Catherine Kai-Ping",POINT (-77.0163 38.9047),POINT (-77.0163 38.9047),taiwan,Georgetown University,Georgetown University
"Wen, Shuang","Wicentowski, Joseph Charles",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Harvard University
"Wen, Shuang","Chang, Lung-chih",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Harvard University
"Wen, Shuang","Wang, Dan",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Harvard University
"Wen, Shuang","Matsuzaki, Reo",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Massachusetts Institute of Technology
"Wen, Shuang","Chen, Lu-huei",POINT (-77.0163 38.9047),POINT (-84.4836 42.748),taiwan,Georgetown University,Michigan State University
"Wen, Shuang","Pellegrin, Charles John",POINT (-77.0163 38.9047),POINT (-88.79410573135954 33.45441314606764),taiwan,Georgetown University,Mississippi State University
"Wen, Shuang","Lu, Ming-che",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,The New School
"Wen, Shuang","Chen, Ya-Ping",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,New York University
"Wen, Shuang","Chang, Ivy I-chu",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,New York University
"Wen, Shuang","Miao, Yen-Wei",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,New York University
"Wen, Shuang","Lin, Hsu-Ta",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,Georgetown University,Princeton University
"Wen, Shuang","Shirane, Seiji",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,Georgetown University,Princeton University
"Wen, Shuang","Tavares, Antonio C.",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,Georgetown University,Princeton University
"Wen, Shuang","Veteri, Frank James",POINT (-77.0163 38.9047),POINT (-73.7976 40.7498),taiwan,Georgetown University,St. John's University
"Wen, Shuang","Shih, Shu-ching",POINT (-77.0163 38.9047),POINT (-73.7976 40.7498),taiwan,Georgetown University,St. John's University
"Wen, Shuang","Chen, Shu-Juo",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,Georgetown University,Stanford University
"Wen, Shuang","Qi, Dongtao",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,Georgetown University,Stanford University
"Wen, Shuang","Chung, Chi-nien",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,Georgetown University,Stanford University
"Wen, Shuang","Shih, Ling-Ling L.",POINT (-77.0163 38.9047),POINT (-73.7987 42.6664),taiwan,Georgetown University,State University of New York at Albany
"Wen, Shuang","Murphree, Hyon Joo Yoo",POINT (-77.0163 38.9047),POINT (-76.1437 43.0407),taiwan,Georgetown University,Syracuse University
"Wen, Shuang","Chang, Doris Ting-Ling",POINT (-77.0163 38.9047),POINT (-82.9855 39.9862),taiwan,Georgetown University,The Ohio State University
"Wen, Shuang","Huang, Tong-yi",POINT (-77.0163 38.9047),POINT (-97.7522 30.3005),taiwan,Georgetown University,The University of Texas at Austin
"Wen, Shuang","Hu, Brian",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,Georgetown University,University of California Irvine
"Wen, Shuang","Liu, Jennifer",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,Georgetown University,University of California Irvine
"Wen, Shuang","Chang, Winifred Kai-wen",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,Georgetown University,University of California Irvine
"Wen, Shuang","Chang, Cheng David",POINT (-77.0163 38.9047),POINT (-117.1222 32.8313),taiwan,Georgetown University,University of California San Diego
"Wen, Shuang","Shih, Jamin Duane",POINT (-77.0163 38.9047),POINT (-120.4779 37.3057),taiwan,Georgetown University,University of California Merced
"Wen, Shuang","Liu, Hsiaopong",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Wen, Shuang","Lin, Kai-Shyh",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Wen, Shuang","Lan, Shi-Chi",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Wen, Shuang","Oldstone-Moore, Jennifer Lee",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Wen, Shuang","Lococo, Paul, Jr.",POINT (-77.0163 38.9047),POINT (-157.846 21.3294),taiwan,Georgetown University,University of Hawaii at Manoa
"Wen, Shuang","Amae, Yoshihisa",POINT (-77.0163 38.9047),POINT (-157.846 21.3294),taiwan,Georgetown University,University of Hawaii at Manoa
"Wen, Shuang","Shih, Chi-Sheng",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Illinois at Chicago
"Wen, Shuang","Su, Huang-Lan",POINT (-77.0163 38.9047),POINT (-88.2737 40.1142),taiwan,Georgetown University,University of Illinois at Urbana-Champaign
"Wen, Shuang","Huang, Hua-lun",POINT (-77.0163 38.9047),POINT (-95.2642 38.9597),taiwan,Georgetown University,University of Kansas
"Wen, Shuang","Li, Xiaolin",POINT (-77.0163 38.9047),POINT (-76.9337 38.996),taiwan,Georgetown University,University of Maryland
"Wen, Shuang","Chao, Hui-Hsuan",POINT (-77.0163 38.9047),POINT (-83.731 42.2759),taiwan,Georgetown University,University of Michigan
"Wen, Shuang","Kuo, Min-Hsun Christine",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,Georgetown University,University of Minnesota
"Wen, Shuang","Kang, Peite",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,Georgetown University,University of Minnesota
"Wen, Shuang","Barclay, Paul David",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,Georgetown University,University of Minnesota
"Wen, Shuang","Lintin, Daniel Paul",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,Georgetown University,University of Minnesota
"Wen, Shuang","Ericson, Brenda A.",POINT (-77.0163 38.9047),POINT (-106.6465 35.1054),taiwan,Georgetown University,University of New Mexico
"Wen, Shuang","Ni, Chung-chun",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),taiwan,Georgetown University,University of Pennsylvania
"Wen, Shuang","Sung, Kwang-Yu",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),taiwan,Georgetown University,University of Pennsylvania
"Wen, Shuang","Kang, Lai-Yung",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),taiwan,Georgetown University,University of Pennsylvania
"Wen, Shuang","Liu, Shi-yung",POINT (-77.0163 38.9047),POINT (-79.9763 40.4397),taiwan,Georgetown University,University of Pittsburgh
"Wen, Shuang","Ellis, Leon Hubbard",POINT (-77.0163 38.9047),POINT (-122.3244 47.6211),taiwan,Georgetown University,University of Washington
"Wen, Shuang","Duryea, Maria",POINT (-77.0163 38.9047),POINT (-122.3244 47.6211),taiwan,Georgetown University,University of Washington
"Wen, Shuang","Meyer, Mahlon D.",POINT (-77.0163 38.9047),POINT (-122.3244 47.6211),taiwan,Georgetown University,University of Washington
"Wen, Shuang","Hsu, Chiang",POINT (-77.0163 38.9047),POINT (-105.6085 41.3099),taiwan,Georgetown University,University of Wyoming
"Wen, Shuang","MacAuslan, Robert Andrew",POINT (-77.0163 38.9047),POINT (-117.433 47.6671),taiwan,Georgetown University,Washington State University
"Wen, Shuang","Andrade, Tonio Adam",POINT (-77.0163 38.9047),POINT (-72.9246 41.3113),taiwan,Georgetown University,Yale University
"Lin, Catherine Kai-Ping","Wicentowski, Joseph Charles",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Harvard University
"Lin, Catherine Kai-Ping","Chang, Lung-chih",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Harvard University
"Lin, Catherine Kai-Ping","Wang, Dan",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Harvard University
"Lin, Catherine Kai-Ping","Matsuzaki, Reo",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,Georgetown University,Massachusetts Institute of Technology
"Lin, Catherine Kai-Ping","Chen, Lu-huei",POINT (-77.0163 38.9047),POINT (-84.4836 42.748),taiwan,Georgetown University,Michigan State University
"Lin, Catherine Kai-Ping","Pellegrin, Charles John",POINT (-77.0163 38.9047),POINT (-88.79410573135954 33.45441314606764),taiwan,Georgetown University,Mississippi State University
"Lin, Catherine Kai-Ping","Lu, Ming-che",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,The New School
"Lin, Catherine Kai-Ping","Chen, Ya-Ping",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,New York University
"Lin, Catherine Kai-Ping","Chang, Ivy I-chu",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,New York University
"Lin, Catherine Kai-Ping","Miao, Yen-Wei",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,Georgetown University,New York University
"Lin, Catherine Kai-Ping","Lin, Hsu-Ta",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,Georgetown University,Princeton University
"Lin, Catherine Kai-Ping","Shirane, Seiji",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,Georgetown University,Princeton University
"Lin, Catherine Kai-Ping","Tavares, Antonio C.",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,Georgetown University,Princeton University
"Lin, Catherine Kai-Ping","Veteri, Frank James",POINT (-77.0163 38.9047),POINT (-73.7976 40.7498),taiwan,Georgetown University,St. John's University
"Lin, Catherine Kai-Ping","Shih, Shu-ching",POINT (-77.0163 38.9047),POINT (-73.7976 40.7498),taiwan,Georgetown University,St. John's University
"Lin, Catherine Kai-Ping","Chen, Shu-Juo",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,Georgetown University,Stanford University
"Lin, Catherine Kai-Ping","Qi, Dongtao",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,Georgetown University,Stanford University
"Lin, Catherine Kai-Ping","Chung, Chi-nien",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,Georgetown University,Stanford University
"Lin, Catherine Kai-Ping","Shih, Ling-Ling L.",POINT (-77.0163 38.9047),POINT (-73.7987 42.6664),taiwan,Georgetown University,State University of New York at Albany
"Lin, Catherine Kai-Ping","Murphree, Hyon Joo Yoo",POINT (-77.0163 38.9047),POINT (-76.1437 43.0407),taiwan,Georgetown University,Syracuse University
"Lin, Catherine Kai-Ping","Chang, Doris Ting-Ling",POINT (-77.0163 38.9047),POINT (-82.9855 39.9862),taiwan,Georgetown University,The Ohio State University
"Lin, Catherine Kai-Ping","Huang, Tong-yi",POINT (-77.0163 38.9047),POINT (-97.7522 30.3005),taiwan,Georgetown University,The University of Texas at Austin
"Lin, Catherine Kai-Ping","Hu, Brian",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,Georgetown University,University of California Irvine
"Lin, Catherine Kai-Ping","Liu, Jennifer",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,Georgetown University,University of California Irvine
"Lin, Catherine Kai-Ping","Chang, Winifred Kai-wen",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,Georgetown University,University of California Irvine
"Lin, Catherine Kai-Ping","Chang, Cheng David",POINT (-77.0163 38.9047),POINT (-117.1222 32.8313),taiwan,Georgetown University,University of California San Diego
"Lin, Catherine Kai-Ping","Shih, Jamin Duane",POINT (-77.0163 38.9047),POINT (-120.4779 37.3057),taiwan,Georgetown University,University of California Merced
"Lin, Catherine Kai-Ping","Liu, Hsiaopong",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Lin, Catherine Kai-Ping","Lin, Kai-Shyh",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Lin, Catherine Kai-Ping","Lan, Shi-Chi",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Lin, Catherine Kai-Ping","Oldstone-Moore, Jennifer Lee",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Chicago
"Lin, Catherine Kai-Ping","Lococo, Paul, Jr.",POINT (-77.0163 38.9047),POINT (-157.846 21.3294),taiwan,Georgetown University,University of Hawaii at Manoa
"Lin, Catherine Kai-Ping","Amae, Yoshihisa",POINT (-77.0163 38.9047),POINT (-157.846 21.3294),taiwan,Georgetown University,University of Hawaii at Manoa
"Lin, Catherine Kai-Ping","Shih, Chi-Sheng",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,Georgetown University,University of Illinois at Chicago
"Lin, Catherine Kai-Ping","Su, Huang-Lan",POINT (-77.0163 38.9047),POINT (-88.2737 40.1142),taiwan,Georgetown University,University of Illinois at Urbana-Champaign
"Lin, Catherine Kai-Ping","Huang, Hua-lun",POINT (-77.0163 38.9047),POINT (-95.2642 38.9597),taiwan,Georgetown University,University of Kansas
