source,target,source_coordinates,target_coordinates,keywords,source_university,target_university
"Chipman, Elana","Musgrove, Charles David",POINT (-76.5032 42.4442),POINT (-117.1222 32.8313),ritual,Cornell University,University of California San Diego
"Chipman, Elana","Wu, Rwei-Ren",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),taiwanese,Cornell University,University of Chicago
"Chipman, Elana","Choi, Mihwa",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),ritual,Cornell University,University of Chicago
"Chipman, Elana","Yang, Fang-Chih Irene",POINT (-76.5032 42.4442),POINT (-88.2737 40.1142),taiwanese,Cornell University,University of Illinois at Urbana-Champaign
"Chipman, Elana","Snyder-Reinke, Jeffrey P.",POINT (-76.5032 42.4442),POINT (-83.731 42.2759),ritual,Cornell University,University of Michigan
"Chipman, Elana","Yuan, Zujie",POINT (-76.5032 42.4442),POINT (-93.2678 44.9635),ritual,Cornell University,University of Minnesota
"Chipman, Elana","Ni, Chung-chun",POINT (-76.5032 42.4442),POINT (-75.1339 40.0077),taiwanese,Cornell University,University of Pennsylvania
"Hou, Xiaojia","U, Eddy",POINT (-76.5032 42.4442),POINT (-122.276 37.8722),socialist,Cornell University,University of California Berkeley
"Hou, Xiaojia","Hess, Christian A.",POINT (-76.5032 42.4442),POINT (-117.1222 32.8313),socialist,Cornell University,University of California San Diego
"Hou, Xiaojia","Luk, Tak-Chuen",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),socialist,Cornell University,University of Chicago
"Hou, Xiaojia","Van Fleit, Krista",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),socialist,Cornell University,University of Chicago
"Tinn, Hong-Hong","Wen, Shuang",POINT (-76.5032 42.4442),POINT (-77.0163 38.9047),taiwan,Cornell University,Georgetown University
"Tinn, Hong-Hong","Lin, Catherine Kai-Ping",POINT (-76.5032 42.4442),POINT (-77.0163 38.9047),taiwan,Cornell University,Georgetown University
"Tinn, Hong-Hong","Wicentowski, Joseph Charles",POINT (-76.5032 42.4442),POINT (-71.1185 42.3759),taiwan,Cornell University,Harvard University
"Tinn, Hong-Hong","Chang, Lung-chih",POINT (-76.5032 42.4442),POINT (-71.1185 42.3759),taiwan,Cornell University,Harvard University
"Tinn, Hong-Hong","Wang, Dan",POINT (-76.5032 42.4442),POINT (-71.1185 42.3759),taiwan,Cornell University,Harvard University
"Tinn, Hong-Hong","Matsuzaki, Reo",POINT (-76.5032 42.4442),POINT (-71.1185 42.3759),taiwan,Cornell University,Massachusetts Institute of Technology
"Tinn, Hong-Hong","Chen, Lu-huei",POINT (-76.5032 42.4442),POINT (-84.4836 42.748),taiwan,Cornell University,Michigan State University
"Tinn, Hong-Hong","Pellegrin, Charles John",POINT (-76.5032 42.4442),POINT (-88.79410573135954 33.45441314606764),taiwan,Cornell University,Mississippi State University
"Tinn, Hong-Hong","Lu, Ming-che",POINT (-76.5032 42.4442),POINT (-73.9249 40.6943),taiwan,Cornell University,The New School
"Tinn, Hong-Hong","Chen, Ya-Ping",POINT (-76.5032 42.4442),POINT (-73.9249 40.6943),taiwan,Cornell University,New York University
"Tinn, Hong-Hong","Chang, Ivy I-chu",POINT (-76.5032 42.4442),POINT (-73.9249 40.6943),taiwan,Cornell University,New York University
"Tinn, Hong-Hong","Miao, Yen-Wei",POINT (-76.5032 42.4442),POINT (-73.9249 40.6943),taiwan,Cornell University,New York University
"Tinn, Hong-Hong","Lin, Hsu-Ta",POINT (-76.5032 42.4442),POINT (-74.6693 40.3562),taiwan,Cornell University,Princeton University
"Tinn, Hong-Hong","Shirane, Seiji",POINT (-76.5032 42.4442),POINT (-74.6693 40.3562),taiwan,Cornell University,Princeton University
"Tinn, Hong-Hong","Tavares, Antonio C.",POINT (-76.5032 42.4442),POINT (-74.6693 40.3562),taiwan,Cornell University,Princeton University
"Tinn, Hong-Hong","Veteri, Frank James",POINT (-76.5032 42.4442),POINT (-73.7976 40.7498),taiwan,Cornell University,St. John's University
"Tinn, Hong-Hong","Shih, Shu-ching",POINT (-76.5032 42.4442),POINT (-73.7976 40.7498),taiwan,Cornell University,St. John's University
"Tinn, Hong-Hong","Chen, Shu-Juo",POINT (-76.5032 42.4442),POINT (-122.1674 37.4252),taiwan,Cornell University,Stanford University
"Tinn, Hong-Hong","Qi, Dongtao",POINT (-76.5032 42.4442),POINT (-122.1674 37.4252),taiwan,Cornell University,Stanford University
"Tinn, Hong-Hong","Chung, Chi-nien",POINT (-76.5032 42.4442),POINT (-122.1674 37.4252),taiwan,Cornell University,Stanford University
"Tinn, Hong-Hong","Shih, Ling-Ling L.",POINT (-76.5032 42.4442),POINT (-73.7987 42.6664),taiwan,Cornell University,State University of New York at Albany
"Tinn, Hong-Hong","Murphree, Hyon Joo Yoo",POINT (-76.5032 42.4442),POINT (-76.1437 43.0407),taiwan,Cornell University,Syracuse University
"Tinn, Hong-Hong","Chang, Doris Ting-Ling",POINT (-76.5032 42.4442),POINT (-82.9855 39.9862),taiwan,Cornell University,The Ohio State University
"Tinn, Hong-Hong","Huang, Tong-yi",POINT (-76.5032 42.4442),POINT (-97.7522 30.3005),taiwan,Cornell University,The University of Texas at Austin
"Tinn, Hong-Hong","Hu, Brian",POINT (-76.5032 42.4442),POINT (-117.7738 33.6772),taiwan,Cornell University,University of California Irvine
"Tinn, Hong-Hong","Liu, Jennifer",POINT (-76.5032 42.4442),POINT (-117.7738 33.6772),taiwan,Cornell University,University of California Irvine
"Tinn, Hong-Hong","Chang, Winifred Kai-wen",POINT (-76.5032 42.4442),POINT (-117.7738 33.6772),taiwan,Cornell University,University of California Irvine
"Tinn, Hong-Hong","Chang, Cheng David",POINT (-76.5032 42.4442),POINT (-117.1222 32.8313),taiwan,Cornell University,University of California San Diego
"Tinn, Hong-Hong","Shih, Jamin Duane",POINT (-76.5032 42.4442),POINT (-120.4779 37.3057),taiwan,Cornell University,University of California Merced
"Tinn, Hong-Hong","Liu, Hsiaopong",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),taiwan,Cornell University,University of Chicago
"Tinn, Hong-Hong","Lin, Kai-Shyh",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),taiwan,Cornell University,University of Chicago
"Tinn, Hong-Hong","Lan, Shi-Chi",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),taiwan,Cornell University,University of Chicago
"Tinn, Hong-Hong","Oldstone-Moore, Jennifer Lee",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),taiwan,Cornell University,University of Chicago
"Tinn, Hong-Hong","Lococo, Paul, Jr.",POINT (-76.5032 42.4442),POINT (-157.846 21.3294),taiwan,Cornell University,University of Hawaii at Manoa
"Tinn, Hong-Hong","Amae, Yoshihisa",POINT (-76.5032 42.4442),POINT (-157.846 21.3294),taiwan,Cornell University,University of Hawaii at Manoa
"Tinn, Hong-Hong","Shih, Chi-Sheng",POINT (-76.5032 42.4442),POINT (-87.6866 41.8375),taiwan,Cornell University,University of Illinois at Chicago
"Tinn, Hong-Hong","Su, Huang-Lan",POINT (-76.5032 42.4442),POINT (-88.2737 40.1142),taiwan,Cornell University,University of Illinois at Urbana-Champaign
"Tinn, Hong-Hong","Huang, Hua-lun",POINT (-76.5032 42.4442),POINT (-95.2642 38.9597),taiwan,Cornell University,University of Kansas
"Tinn, Hong-Hong","Li, Xiaolin",POINT (-76.5032 42.4442),POINT (-76.9337 38.996),taiwan,Cornell University,University of Maryland
"Tinn, Hong-Hong","Chao, Hui-Hsuan",POINT (-76.5032 42.4442),POINT (-83.731 42.2759),taiwan,Cornell University,University of Michigan
"Tinn, Hong-Hong","Kuo, Min-Hsun Christine",POINT (-76.5032 42.4442),POINT (-93.2678 44.9635),taiwan,Cornell University,University of Minnesota
"Tinn, Hong-Hong","Kang, Peite",POINT (-76.5032 42.4442),POINT (-93.2678 44.9635),taiwan,Cornell University,University of Minnesota
"Tinn, Hong-Hong","Barclay, Paul David",POINT (-76.5032 42.4442),POINT (-93.2678 44.9635),taiwan,Cornell University,University of Minnesota
"Tinn, Hong-Hong","Lintin, Daniel Paul",POINT (-76.5032 42.4442),POINT (-93.2678 44.9635),taiwan,Cornell University,University of Minnesota
"Tinn, Hong-Hong","Ericson, Brenda A.",POINT (-76.5032 42.4442),POINT (-106.6465 35.1054),taiwan,Cornell University,University of New Mexico
"Tinn, Hong-Hong","Ni, Chung-chun",POINT (-76.5032 42.4442),POINT (-75.1339 40.0077),taiwan,Cornell University,University of Pennsylvania
"Tinn, Hong-Hong","Sung, Kwang-Yu",POINT (-76.5032 42.4442),POINT (-75.1339 40.0077),taiwan,Cornell University,University of Pennsylvania
"Tinn, Hong-Hong","Kang, Lai-Yung",POINT (-76.5032 42.4442),POINT (-75.1339 40.0077),taiwan,Cornell University,University of Pennsylvania
"Tinn, Hong-Hong","Liu, Shi-yung",POINT (-76.5032 42.4442),POINT (-79.9763 40.4397),taiwan,Cornell University,University of Pittsburgh
"Tinn, Hong-Hong","Ellis, Leon Hubbard",POINT (-76.5032 42.4442),POINT (-122.3244 47.6211),taiwan,Cornell University,University of Washington
"Tinn, Hong-Hong","Duryea, Maria",POINT (-76.5032 42.4442),POINT (-122.3244 47.6211),taiwan,Cornell University,University of Washington
"Tinn, Hong-Hong","Meyer, Mahlon D.",POINT (-76.5032 42.4442),POINT (-122.3244 47.6211),taiwan,Cornell University,University of Washington
"Tinn, Hong-Hong","Hsu, Chiang",POINT (-76.5032 42.4442),POINT (-105.6085 41.3099),taiwan,Cornell University,University of Wyoming
"Tinn, Hong-Hong","MacAuslan, Robert Andrew",POINT (-76.5032 42.4442),POINT (-117.433 47.6671),taiwan,Cornell University,Washington State University
"Tinn, Hong-Hong","Andrade, Tonio Adam",POINT (-76.5032 42.4442),POINT (-72.9246 41.3113),taiwan,Cornell University,Yale University
"Kim, Sunkyung","Ning, Qiang",POINT (-78.9022 35.9792),POINT (-71.1185 42.3759),buddhist,Duke University,Harvard University
"Kim, Sunkyung","Kongridhisuksakorn, Prangtip",POINT (-78.9022 35.9792),POINT (-86.5257 39.1637),buddhist,Duke University,Indiana University
"Kim, Sunkyung","McIntire, Jennifer Noering",POINT (-78.9022 35.9792),POINT (-74.6693 40.3562),buddhist,Duke University,Princeton University
"Kim, Sunkyung","Chen, Huaiyu",POINT (-78.9022 35.9792),POINT (-74.6693 40.3562),buddhist,Duke University,Princeton University
"Kim, Sunkyung","Brose, Benjamin",POINT (-78.9022 35.9792),POINT (-122.1674 37.4252),buddhist,Duke University,Stanford University
"Kim, Sunkyung","Suchan, Thomas",POINT (-78.9022 35.9792),POINT (-82.9855 39.9862),buddhist,Duke University,The Ohio State University
"Kim, Sunkyung","Kyan, Winston",POINT (-78.9022 35.9792),POINT (-87.6866 41.8375),buddhist,Duke University,University of Chicago
"Kim, Sunkyung","Debreczeny, Karl Philip",POINT (-78.9022 35.9792),POINT (-87.6866 41.8375),buddhist,Duke University,University of Chicago
"Kim, Sunkyung","Lingley, Kate Alexandra",POINT (-78.9022 35.9792),POINT (-87.6866 41.8375),buddhist,Duke University,University of Chicago
"Kim, Sunkyung","Kim, Haewon",POINT (-78.9022 35.9792),POINT (-75.1339 40.0077),buddhist,Duke University,University of Pennsylvania
"Kim, Sunkyung","Wang, Chen-shan",POINT (-78.9022 35.9792),POINT (-75.1339 40.0077),buddhist,Duke University,University of Pennsylvania
"Luo, Xiaoxiang","Padwa, Mariner Ezra",POINT (-78.9022 35.9792),POINT (-71.1185 42.3759),culture,Duke University,Harvard University
"Luo, Xiaoxiang","Han, Seunghyun",POINT (-78.9022 35.9792),POINT (-71.1185 42.3759),culture,Duke University,Harvard University
"Luo, Xiaoxiang","Luo, Chia-li",POINT (-78.9022 35.9792),POINT (-86.5257 39.1637),culture,Duke University,Indiana University
"Luo, Xiaoxiang","Chung, Chi-nien",POINT (-78.9022 35.9792),POINT (-122.1674 37.4252),culture,Duke University,Stanford University
"Luo, Xiaoxiang","Murphree, Hyon Joo Yoo",POINT (-78.9022 35.9792),POINT (-76.1437 43.0407),culture,Duke University,Syracuse University
"Luo, Xiaoxiang","Chin, Carol Chuan-loh",POINT (-78.9022 35.9792),POINT (-82.9855 39.9862),culture,Duke University,The Ohio State University
"Luo, Xiaoxiang","Lee, Seung-joon",POINT (-78.9022 35.9792),POINT (-122.276 37.8722),culture,Duke University,University of California Berkeley
"Luo, Xiaoxiang","Cook, Richard R.",POINT (-78.9022 35.9792),POINT (-91.5303 41.6559),culture,Duke University,University of Iowa
"Luo, Xiaoxiang","Agnew, Christopher S.",POINT (-78.9022 35.9792),POINT (-122.3244 47.6211),culture,Duke University,University of Washington
"Luo, Xiaoxiang","Zhang, Cong",POINT (-78.9022 35.9792),POINT (-122.3244 47.6211),culture,Duke University,University of Washington
"Luo, Xiaoxiang","Lai, Yu-chih",POINT (-78.9022 35.9792),POINT (-72.9246 41.3113),culture,Duke University,Yale University
"Luo, Xiaoxiang","Andrade, Tonio Adam",POINT (-78.9022 35.9792),POINT (-72.9246 41.3113),culture,Duke University,Yale University
"Campbell, Roy Bennett","Bayer, Kristin",POINT (-84.2527 30.4551),POINT (-73.9249 40.6943),missionaries,Florida State University,New York University
"Campbell, Roy Bennett","Shemo, Connie Anne",POINT (-84.2527 30.4551),POINT (-75.96933829629776 42.09009759304814),missionaries,Florida State University,State University of New York at Binghamton
"Campbell, Roy Bennett","Zaccarini, Maria Cristina",POINT (-84.2527 30.4551),POINT (-73.1278 40.9061),missionaries,Florida State University,State University of New York at Stony Brook
"Campbell, Roy Bennett","Chin, Carol Chuan-loh",POINT (-84.2527 30.4551),POINT (-82.9855 39.9862),missionaries,Florida State University,The Ohio State University
"Campbell, Roy Bennett","Li, Hong",POINT (-84.2527 30.4551),POINT (-89.9663 35.1087),missionaries,Florida State University,The University of Memphis
"Campbell, Roy Bennett","Hsia, Florence Charlotte",POINT (-84.2527 30.4551),POINT (-87.6866 41.8375),missionaries,Florida State University,University of Chicago
"Campbell, Roy Bennett","Li, Ji",POINT (-84.2527 30.4551),POINT (-83.731 42.2759),missionaries,Florida State University,University of Michigan
"Campbell, Roy Bennett","Fischer, Benjamin Louis",POINT (-84.2527 30.4551),POINT (-86.2378 41.7014),missionaries,Florida State University,University of Notre Dame
"Campbell, Roy Bennett","Harrison, Stephen",POINT (-84.2527 30.4551),POINT (-86.7842 36.1715),missionaries,Florida State University,Vanderbilt University
"Houf, Michael Scott","Lai, Chiu-han Linda",POINT (-84.2527 30.4551),POINT (-73.9249 40.6943),hong kong,Florida State University,New York University
"Houf, Michael Scott","LeMond, John Gary",POINT (-84.2527 30.4551),POINT (-74.6693 40.3562),hong kong,Florida State University,Princeton University
"Houf, Michael Scott","Murphree, Hyon Joo Yoo",POINT (-84.2527 30.4551),POINT (-76.1437 43.0407),hong kong,Florida State University,Syracuse University
"Houf, Michael Scott","Yokell, Matthew Allison",POINT (-84.2527 30.4551),POINT (-96.2959 30.5852),hong kong,Florida State University,Texas A&M University
"Houf, Michael Scott","Hu, Brian",POINT (-84.2527 30.4551),POINT (-117.7738 33.6772),hong kong,Florida State University,University of California Irvine
"Houf, Michael Scott","Tam, Waikeung",POINT (-84.2527 30.4551),POINT (-87.6866 41.8375),hong kong,Florida State University,University of Chicago
"Houf, Michael Scott","Chang, Jing Jing",POINT (-84.2527 30.4551),POINT (-88.2737 40.1142),hong kong,Florida State University,University of Illinois at Urbana-Champaign
"Houf, Michael Scott","Harter, Seth M.",POINT (-84.2527 30.4551),POINT (-83.731 42.2759),hong kong,Florida State University,University of Michigan
"Houf, Michael Scott","Ye, Lin",POINT (-84.2527 30.4551),POINT (-106.6465 35.1054),hong kong,Florida State University,University of New Mexico
"Houf, Michael Scott","Holder, Jennifer Yvonne",POINT (-84.2527 30.4551),POINT (-122.4449 37.7558),hong kong,Florida State University,University of San Francisco
"Houf, Michael Scott","Fischler, Lisa Collynn",POINT (-84.2527 30.4551),POINT (-89.393 43.0822),hong kong,Florida State University,University of Wisconsin - Madison
"Houf, Michael Scott","Yang, Wei",POINT (-84.2527 30.4551),POINT (-72.9246 41.3113),hong kong,Florida State University,Yale University
"McCall, Robert Donnell","Petzholt, Raymond Paul",POINT (-118.139 34.1597),POINT (-118.139 34.1597),religion,Fuller Theological Seminary,Fuller Theological Seminary
"McCall, Robert Donnell","Haiyun, Ma",POINT (-118.139 34.1597),POINT (-77.0163 38.9047),religion,Fuller Theological Seminary,Georgetown University
"McCall, Robert Donnell","Ning, Qiang",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"McCall, Robert Donnell","Aviv, Eyal",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"McCall, Robert Donnell","Buyandelgeriyn, Manduhai",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"McCall, Robert Donnell","Queen, Sarah A.",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"McCall, Robert Donnell","Tuttle, Gray Warren",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"McCall, Robert Donnell","Chen, Hsi-yuan",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"McCall, Robert Donnell","Hammerstrom, Erik J.",POINT (-118.139 34.1597),POINT (-86.5257 39.1637),religion,Fuller Theological Seminary,Indiana University
"McCall, Robert Donnell","Luo, Chia-li",POINT (-118.139 34.1597),POINT (-86.5257 39.1637),religion,Fuller Theological Seminary,Indiana University
"McCall, Robert Donnell","Sooter, Joshua Allen",POINT (-118.139 34.1597),POINT (-73.9249 40.6943),religion,Fuller Theological Seminary,New York University
"McCall, Robert Donnell","Sun, Anna Xiao Dong",POINT (-118.139 34.1597),POINT (-74.6693 40.3562),religion,Fuller Theological Seminary,Princeton University
"McCall, Robert Donnell","Sloane, Jesse D.",POINT (-118.139 34.1597),POINT (-74.6693 40.3562),religion,Fuller Theological Seminary,Princeton University
"McCall, Robert Donnell","Lee, Pauline Chen",POINT (-118.139 34.1597),POINT (-122.1674 37.4252),religion,Fuller Theological Seminary,Stanford University
"McCall, Robert Donnell","Shemo, Connie Anne",POINT (-118.139 34.1597),POINT (-75.96933829629776 42.09009759304814),religion,Fuller Theological Seminary,State University of New York at Binghamton
"McCall, Robert Donnell","Waelchli, Mary Jo",POINT (-118.139 34.1597),POINT (-82.9855 39.9862),religion,Fuller Theological Seminary,The Ohio State University
"McCall, Robert Donnell","Meng, Yue",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"McCall, Robert Donnell","Ben-Dor, Zvi",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"McCall, Robert Donnell","DuBois, Thomas David",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"McCall, Robert Donnell","Koh, Seunghak",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"McCall, Robert Donnell","Hennessey, Anna Madelyn",POINT (-118.139 34.1597),POINT (-119.7202 34.4285),religion,Fuller Theological Seminary,University of California Santa Barbara
"McCall, Robert Donnell","Hsia, Florence Charlotte",POINT (-118.139 34.1597),POINT (-87.6866 41.8375),religion,Fuller Theological Seminary,University of Chicago
"McCall, Robert Donnell","Tsai, Hsing-li",POINT (-118.139 34.1597),POINT (-95.2642 38.9597),religion,Fuller Theological Seminary,University of Kansas
"McCall, Robert Donnell","Xing, Wenjun",POINT (-118.139 34.1597),POINT (-72.51852 42.36723),religion,Fuller Theological Seminary,University of Massachusetts Amherst
"McCall, Robert Donnell","Murdock, Michael Glen",POINT (-118.139 34.1597),POINT (-83.731 42.2759),religion,Fuller Theological Seminary,University of Michigan
"McCall, Robert Donnell","Snyder-Reinke, Jeffrey P.",POINT (-118.139 34.1597),POINT (-83.731 42.2759),religion,Fuller Theological Seminary,University of Michigan
"McCall, Robert Donnell","Gardner, Alexander Patten",POINT (-118.139 34.1597),POINT (-83.731 42.2759),religion,Fuller Theological Seminary,University of Michigan
"McCall, Robert Donnell","Fischer, Benjamin Louis",POINT (-118.139 34.1597),POINT (-86.2378 41.7014),religion,Fuller Theological Seminary,University of Notre Dame
"McCall, Robert Donnell","Miller, Tracy Gay",POINT (-118.139 34.1597),POINT (-75.1339 40.0077),religion,Fuller Theological Seminary,University of Pennsylvania
"McCall, Robert Donnell","Rhee, Hen Dong",POINT (-118.139 34.1597),POINT (-75.1339 40.0077),religion,Fuller Theological Seminary,University of Pennsylvania
"McCall, Robert Donnell","Wang, Jiajia",POINT (-118.139 34.1597),POINT (-75.1339 40.0077),religion,Fuller Theological Seminary,University of Pennsylvania
"McCall, Robert Donnell","Chang, Chia-Lan",POINT (-118.139 34.1597),POINT (-118.4068 34.1141),religion,Fuller Theological Seminary,University of Southern California
"McCall, Robert Donnell","Huynh, Trung",POINT (-118.139 34.1597),POINT (-118.0823 34.0689),religion,Fuller Theological Seminary,University of the West
"McCall, Robert Donnell","Chen, Hsinchih",POINT (-118.139 34.1597),POINT (-122.3244 47.6211),religion,Fuller Theological Seminary,University of Washington
"McCall, Robert Donnell","Ho, Shun-yee",POINT (-118.139 34.1597),POINT (-89.393 43.0822),religion,Fuller Theological Seminary,University of Wisconsin - Madison
"McCall, Robert Donnell","Wu, Ming-Kuo",POINT (-118.139 34.1597),POINT (-117.433 47.6671),religion,Fuller Theological Seminary,Washington State University
"Petzholt, Raymond Paul","Haiyun, Ma",POINT (-118.139 34.1597),POINT (-77.0163 38.9047),religion,Fuller Theological Seminary,Georgetown University
"Petzholt, Raymond Paul","Ning, Qiang",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"Petzholt, Raymond Paul","Aviv, Eyal",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"Petzholt, Raymond Paul","Buyandelgeriyn, Manduhai",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"Petzholt, Raymond Paul","Queen, Sarah A.",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"Petzholt, Raymond Paul","Tuttle, Gray Warren",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"Petzholt, Raymond Paul","Chen, Hsi-yuan",POINT (-118.139 34.1597),POINT (-71.1185 42.3759),religion,Fuller Theological Seminary,Harvard University
"Petzholt, Raymond Paul","Hammerstrom, Erik J.",POINT (-118.139 34.1597),POINT (-86.5257 39.1637),religion,Fuller Theological Seminary,Indiana University
"Petzholt, Raymond Paul","Luo, Chia-li",POINT (-118.139 34.1597),POINT (-86.5257 39.1637),religion,Fuller Theological Seminary,Indiana University
"Petzholt, Raymond Paul","Sooter, Joshua Allen",POINT (-118.139 34.1597),POINT (-73.9249 40.6943),religion,Fuller Theological Seminary,New York University
"Petzholt, Raymond Paul","Sun, Anna Xiao Dong",POINT (-118.139 34.1597),POINT (-74.6693 40.3562),religion,Fuller Theological Seminary,Princeton University
"Petzholt, Raymond Paul","Sloane, Jesse D.",POINT (-118.139 34.1597),POINT (-74.6693 40.3562),religion,Fuller Theological Seminary,Princeton University
"Petzholt, Raymond Paul","Lee, Pauline Chen",POINT (-118.139 34.1597),POINT (-122.1674 37.4252),religion,Fuller Theological Seminary,Stanford University
"Petzholt, Raymond Paul","Shemo, Connie Anne",POINT (-118.139 34.1597),POINT (-75.96933829629776 42.09009759304814),religion,Fuller Theological Seminary,State University of New York at Binghamton
"Petzholt, Raymond Paul","Waelchli, Mary Jo",POINT (-118.139 34.1597),POINT (-82.9855 39.9862),religion,Fuller Theological Seminary,The Ohio State University
"Petzholt, Raymond Paul","Meng, Yue",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"Petzholt, Raymond Paul","Ben-Dor, Zvi",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"Petzholt, Raymond Paul","DuBois, Thomas David",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"Petzholt, Raymond Paul","Koh, Seunghak",POINT (-118.139 34.1597),POINT (-117.7738 33.6772),religion,Fuller Theological Seminary,University of California Irvine
"Petzholt, Raymond Paul","Hennessey, Anna Madelyn",POINT (-118.139 34.1597),POINT (-119.7202 34.4285),religion,Fuller Theological Seminary,University of California Santa Barbara
"Petzholt, Raymond Paul","Hsia, Florence Charlotte",POINT (-118.139 34.1597),POINT (-87.6866 41.8375),religion,Fuller Theological Seminary,University of Chicago
"Petzholt, Raymond Paul","Tsai, Hsing-li",POINT (-118.139 34.1597),POINT (-95.2642 38.9597),religion,Fuller Theological Seminary,University of Kansas
"Petzholt, Raymond Paul","Xing, Wenjun",POINT (-118.139 34.1597),POINT (-72.51852 42.36723),religion,Fuller Theological Seminary,University of Massachusetts Amherst
"Petzholt, Raymond Paul","Murdock, Michael Glen",POINT (-118.139 34.1597),POINT (-83.731 42.2759),religion,Fuller Theological Seminary,University of Michigan
"Petzholt, Raymond Paul","Snyder-Reinke, Jeffrey P.",POINT (-118.139 34.1597),POINT (-83.731 42.2759),religion,Fuller Theological Seminary,University of Michigan
"Petzholt, Raymond Paul","Gardner, Alexander Patten",POINT (-118.139 34.1597),POINT (-83.731 42.2759),religion,Fuller Theological Seminary,University of Michigan
"Petzholt, Raymond Paul","Fischer, Benjamin Louis",POINT (-118.139 34.1597),POINT (-86.2378 41.7014),religion,Fuller Theological Seminary,University of Notre Dame
"Petzholt, Raymond Paul","Miller, Tracy Gay",POINT (-118.139 34.1597),POINT (-75.1339 40.0077),religion,Fuller Theological Seminary,University of Pennsylvania
"Petzholt, Raymond Paul","Rhee, Hen Dong",POINT (-118.139 34.1597),POINT (-75.1339 40.0077),religion,Fuller Theological Seminary,University of Pennsylvania
"Petzholt, Raymond Paul","Wang, Jiajia",POINT (-118.139 34.1597),POINT (-75.1339 40.0077),religion,Fuller Theological Seminary,University of Pennsylvania
"Petzholt, Raymond Paul","Chang, Chia-Lan",POINT (-118.139 34.1597),POINT (-118.4068 34.1141),religion,Fuller Theological Seminary,University of Southern California
"Petzholt, Raymond Paul","Huynh, Trung",POINT (-118.139 34.1597),POINT (-118.0823 34.0689),religion,Fuller Theological Seminary,University of the West
"Petzholt, Raymond Paul","Chen, Hsinchih",POINT (-118.139 34.1597),POINT (-122.3244 47.6211),religion,Fuller Theological Seminary,University of Washington
"Petzholt, Raymond Paul","Ho, Shun-yee",POINT (-118.139 34.1597),POINT (-89.393 43.0822),religion,Fuller Theological Seminary,University of Wisconsin - Madison
"Petzholt, Raymond Paul","Wu, Ming-Kuo",POINT (-118.139 34.1597),POINT (-117.433 47.6671),religion,Fuller Theological Seminary,Washington State University
"Setzekorn, Eric","Russell, Matthew William",POINT (-77.0163 38.9047),POINT (-77.0163 38.9047),military,George Washington University,George Washington University
"Setzekorn, Eric","Wang, Xueliang",POINT (-77.0163 38.9047),POINT (-110.8787 32.1541),military,George Washington University,University of Arizona
"Setzekorn, Eric","Sun, Laichen",POINT (-77.0163 38.9047),POINT (-83.731 42.2759),military,George Washington University,University of Michigan
"Setzekorn, Eric","Swope, Kenneth Michael, Jr.",POINT (-77.0163 38.9047),POINT (-83.731 42.2759),military,George Washington University,University of Michigan
"Russell, Matthew William","Wang, Xueliang",POINT (-77.0163 38.9047),POINT (-110.8787 32.1541),military,George Washington University,University of Arizona
