source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution
Jorge Lima,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración
Jorge Lima,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Jorge Lima,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Jorge Lima,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Jorge Lima,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Jorge Lima,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Jorge Lima,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Jorge Lima,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Jorge Lima,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Jorge Lima,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
João Varajão,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria
João Varajão,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
João Varajão,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
João Varajão,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
João Varajão,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
João Varajão,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración
João Varajão,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
João Varajão,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
João Varajão,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
João Varajão,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
João Varajão,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
João Varajão,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
João Varajão,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
João Varajão,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
João Varajão,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Ângela Pereira,Robert Sanders,POINT (-8.8071119 39.7437902),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,EBN - European BIC Network
Ângela Pereira,Vera Barracho,POINT (-8.8071119 39.7437902),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,EBN - European BIC Network
Ângela Pereira,Urban Lapajne,POINT (-8.8071119 39.7437902),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,University of Maribor
Ângela Pereira,Matej Rus,POINT (-8.8071119 39.7437902),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,University of Maribor
Ângela Pereira,Martin Rahe,POINT (-8.8071119 39.7437902),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,EADA - Escuela de Alta Dirección y Administración
Ângela Pereira,Andre Mostert,POINT (-8.8071119 39.7437902),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,University of East London
Ângela Pereira,Thorsten Klein,POINT (-8.8071119 39.7437902),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,University of East London
Ângela Pereira,Viktorija Bojovic,POINT (-8.8071119 39.7437902),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",Instituto Politécnico de Leiria,University of Novi Sad
