source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution
Hugo Paredes,Paulo Martins,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Hugo Paredes,Ramiro Gonçalves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Hugo Paredes,Pedro Neves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Hugo Paredes,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Hugo Paredes,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Hugo Paredes,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Hugo Paredes,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria
Hugo Paredes,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Hugo Paredes,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Hugo Paredes,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Hugo Paredes,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Hugo Paredes,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración
Hugo Paredes,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Hugo Paredes,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Hugo Paredes,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Hugo Paredes,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Hugo Paredes,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Hugo Paredes,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Hugo Paredes,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Hugo Paredes,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Hugo Paredes,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Paulo Martins,Ramiro Gonçalves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Paulo Martins,Pedro Neves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Paulo Martins,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Paulo Martins,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Paulo Martins,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Paulo Martins,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria
Paulo Martins,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Paulo Martins,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Paulo Martins,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Paulo Martins,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Paulo Martins,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración
Paulo Martins,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Paulo Martins,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Paulo Martins,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Paulo Martins,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Paulo Martins,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Paulo Martins,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Paulo Martins,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Paulo Martins,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Paulo Martins,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Ramiro Gonçalves,Pedro Neves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Ramiro Gonçalves,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Ramiro Gonçalves,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Ramiro Gonçalves,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Ramiro Gonçalves,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria
Ramiro Gonçalves,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Ramiro Gonçalves,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Ramiro Gonçalves,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Ramiro Gonçalves,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Ramiro Gonçalves,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración
Ramiro Gonçalves,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Ramiro Gonçalves,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Ramiro Gonçalves,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Ramiro Gonçalves,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Ramiro Gonçalves,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Ramiro Gonçalves,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Ramiro Gonçalves,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Ramiro Gonçalves,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Ramiro Gonçalves,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Pedro Neves,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Pedro Neves,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Pedro Neves,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Pedro Neves,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria
Pedro Neves,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Pedro Neves,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Pedro Neves,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Pedro Neves,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Pedro Neves,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración
Pedro Neves,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Pedro Neves,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Pedro Neves,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Pedro Neves,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Pedro Neves,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Pedro Neves,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Pedro Neves,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Pedro Neves,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Pedro Neves,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Ricardo Rodrigues Nunes,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Ricardo Rodrigues Nunes,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Ricardo Rodrigues Nunes,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria
Ricardo Rodrigues Nunes,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Ricardo Rodrigues Nunes,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Ricardo Rodrigues Nunes,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Ricardo Rodrigues Nunes,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Ricardo Rodrigues Nunes,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración
Ricardo Rodrigues Nunes,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Ricardo Rodrigues Nunes,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of East London
Ricardo Rodrigues Nunes,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Ricardo Rodrigues Nunes,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Ricardo Rodrigues Nunes,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Novi Sad
Ricardo Rodrigues Nunes,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Ricardo Rodrigues Nunes,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior
Ricardo Rodrigues Nunes,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Ricardo Rodrigues Nunes,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre
Jorge Lima,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
Jorge Lima,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria
Jorge Lima,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Jorge Lima,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,EBN - European BIC Network
Jorge Lima,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
Jorge Lima,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Maribor
