source,source_location,target,target_location,WEIGHT,TYPE,PERIOD,source_coordinates,source_address,target_coordinates,target_address
Athens,Athens,Knossos,Knossos,6,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Athens,Athens,Labraunda,Labraunda,2,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Athens,Athens,Paphos,Paphos,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Athens,Athens,Priene,Priene,5,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Athens,Athens,Ed-Dur,Ed-Dur,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland"
Athens,Athens,Axum,Axum,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ"
Athens,Athens,Berenike,Berenike,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان"
Athens,Athens,Myos_Hormos,Myos_Hormos,2,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT EMPTY,
Athens,Athens,Jerusalem,Jerusalem,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל"
Athens,Athens,Kenchreai,Kenchreai,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Athens,Athens,Sumhuram,Sumhuram,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (54.4338452 17.0398697),"Sumhuram Old City, محافظة ظفار, عمان"
Athens,Athens,Pylos,Pylos,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (21.6963888 36.9137968),"Πύλος, 24001, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Athens,Athens,Iasos,Iasos,1,ESB,11,POINT (-83.376398 33.9597677),"Athens, Georgia, United States",POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye"
Axum,Axum,Berenike,Berenike,1,ESB,11,POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ",POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان"
Axum,Axum,Corinth,Corinth,1,ESB,11,POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ",POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States"
Axum,Axum,Ephesos,Ephesos,1,ESB,11,POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Axum,Axum,Knossos,Knossos,1,ESB,11,POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Axum,Axum,Labraunda,Labraunda,1,ESB,11,POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Axum,Axum,Myos_Hormos,Myos_Hormos,1,ESB,11,POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ",POINT EMPTY,
Axum,Axum,Priene,Priene,1,ESB,11,POINT (38.7321749 14.1220982),"ኣኽሱም, ትግራይ / Tigray, ኢትዮጵያ",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Berenice,Berenice,Ephesos,Ephesos,3,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Berenice,Berenice,Jerusalem,Jerusalem,1,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל"
Berenice,Berenice,Kenchreai,Kenchreai,1,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Berenice,Berenice,Knossos,Knossos,2,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Berenice,Berenice,Myos_Hormos,Myos_Hormos,1,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT EMPTY,
Berenice,Berenice,Priene,Priene,1,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Berenice,Berenice,Sumhuram,Sumhuram,1,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (54.4338452 17.0398697),"Sumhuram Old City, محافظة ظفار, عمان"
Berenice,Berenice,Corinth,Corinth,1,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States"
Berenice,Berenice,Pylos,Pylos,1,ESB,11,POINT (-56.434109 -18.839484),"Berenice, Corumbá, Mato Grosso do Sul, Brasil",POINT (21.6963888 36.9137968),"Πύλος, 24001, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Berenike,Berenike,Jerusalem,Jerusalem,1,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל"
Berenike,Berenike,Corinth,Corinth,2,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States"
Berenike,Berenike,Ephesos,Ephesos,2,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Berenike,Berenike,Gebel_Barkal,Gebel_Barkal,1,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT EMPTY,
Berenike,Berenike,Iasos,Iasos,1,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye"
Berenike,Berenike,Knossos,Knossos,2,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Berenike,Berenike,Priene,Priene,2,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Berenike,Berenike,Samos_(Heraion),Samos_(Heraion),1,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Berenike,Berenike,Labraunda,Labraunda,1,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Berenike,Berenike,Myos_Hormos,Myos_Hormos,1,ESB,11,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT EMPTY,
Corinth,Corinth,Ephesos,Ephesos,10,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Corinth,Corinth,Paphos,Paphos,3,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Corinth,Corinth,Knossos,Knossos,6,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Corinth,Corinth,Labraunda,Labraunda,3,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Corinth,Corinth,Priene,Priene,5,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Corinth,Corinth,Gebel_Barkal,Gebel_Barkal,1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT EMPTY,
Corinth,Corinth,Iasos,Iasos,1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye"
Corinth,Corinth,Samos_(Heraion),Samos_(Heraion),1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Corinth,Corinth,Ed-Dur,Ed-Dur,1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland"
Corinth,Corinth,Myos_Hormos,Myos_Hormos,1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT EMPTY,
Corinth,Corinth,Gortyn,Gortyn,1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Corinth,Corinth,Oboda,Oboda,1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (4.016667 7.616667),"Oboda, Oyo, Nigeria"
Corinth,Corinth,Pylos,Pylos,1,ESB,11,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (21.6963888 36.9137968),"Πύλος, 24001, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Ed-Dur,Ed-Dur,Ephesos,Ephesos,1,ESB,11,POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Ed-Dur,Ed-Dur,Knossos,Knossos,1,ESB,11,POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Ed-Dur,Ed-Dur,Priene,Priene,1,ESB,11,POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Ephesos,Ephesos,Paphos,Paphos,4,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Ephesos,Ephesos,Pergamon,Pergamon,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye"
Ephesos,Ephesos,Priene,Priene,8,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Ephesos,Ephesos,Knossos,Knossos,10,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Ephesos,Ephesos,Labraunda,Labraunda,4,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Ephesos,Ephesos,Gebel_Barkal,Gebel_Barkal,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT EMPTY,
Ephesos,Ephesos,Iasos,Iasos,3,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye"
Ephesos,Ephesos,Samos_(Heraion),Samos_(Heraion),1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Ephesos,Ephesos,Kenchreai,Kenchreai,2,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Ephesos,Ephesos,Stobi,Stobi,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Ephesos,Ephesos,Tarsos,Tarsos,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (3.9494 14.0465),"Tarsossa, Dosso, Niger"
Ephesos,Ephesos,Myos_Hormos,Myos_Hormos,2,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT EMPTY,
Ephesos,Ephesos,Gortyn,Gortyn,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Ephesos,Ephesos,Oboda,Oboda,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (4.016667 7.616667),"Oboda, Oyo, Nigeria"
Ephesos,Ephesos,Jerusalem,Jerusalem,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל"
Ephesos,Ephesos,Sumhuram,Sumhuram,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (54.4338452 17.0398697),"Sumhuram Old City, محافظة ظفار, عمان"
Ephesos,Ephesos,Pylos,Pylos,1,ESB,11,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (21.6963888 36.9137968),"Πύλος, 24001, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Gebel_Barkal,Gebel_Barkal,Iasos,Iasos,1,ESB,11,POINT EMPTY,,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye"
Gebel_Barkal,Gebel_Barkal,Knossos,Knossos,1,ESB,11,POINT EMPTY,,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Gebel_Barkal,Gebel_Barkal,Priene,Priene,1,ESB,11,POINT EMPTY,,POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Gebel_Barkal,Gebel_Barkal,Samos_(Heraion),Samos_(Heraion),1,ESB,11,POINT EMPTY,,POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Gortyn,Gortyn,Knossos,Knossos,1,ESB,11,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Gortyn,Gortyn,Labraunda,Labraunda,1,ESB,11,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Gortyn,Gortyn,Oboda,Oboda,1,ESB,11,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (4.016667 7.616667),"Oboda, Oyo, Nigeria"
Iasos,Iasos,Knossos,Knossos,3,ESB,11,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Iasos,Iasos,Priene,Priene,2,ESB,11,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Iasos,Iasos,Samos_(Heraion),Samos_(Heraion),1,ESB,11,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Iasos,Iasos,Kenchreai,Kenchreai,1,ESB,11,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Iasos,Iasos,Labraunda,Labraunda,1,ESB,11,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Iasos,Iasos,Stobi,Stobi,1,ESB,11,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Iasos,Iasos,Tarsos,Tarsos,1,ESB,11,POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye",POINT (3.9494 14.0465),"Tarsossa, Dosso, Niger"
Jerusalem,Jerusalem,Kenchreai,Kenchreai,1,ESB,11,POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Jerusalem,Jerusalem,Knossos,Knossos,1,ESB,11,POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Jerusalem,Jerusalem,Myos_Hormos,Myos_Hormos,1,ESB,11,POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל",POINT EMPTY,
Jerusalem,Jerusalem,Priene,Priene,1,ESB,11,POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Jerusalem,Jerusalem,Sumhuram,Sumhuram,1,ESB,11,POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל",POINT (54.4338452 17.0398697),"Sumhuram Old City, محافظة ظفار, عمان"
Kenchreai,Kenchreai,Knossos,Knossos,2,ESB,11,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Kenchreai,Kenchreai,Labraunda,Labraunda,1,ESB,11,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Kenchreai,Kenchreai,Priene,Priene,2,ESB,11,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Kenchreai,Kenchreai,Stobi,Stobi,1,ESB,11,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Kenchreai,Kenchreai,Tarsos,Tarsos,1,ESB,11,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (3.9494 14.0465),"Tarsossa, Dosso, Niger"
Kenchreai,Kenchreai,Myos_Hormos,Myos_Hormos,1,ESB,11,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT EMPTY,
Kenchreai,Kenchreai,Sumhuram,Sumhuram,1,ESB,11,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (54.4338452 17.0398697),"Sumhuram Old City, محافظة ظفار, عمان"
Knossos,Knossos,Myos_Hormos,Myos_Hormos,3,ESB,11,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT EMPTY,
Knossos,Knossos,Labraunda,Labraunda,4,ESB,11,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Knossos,Knossos,Paphos,Paphos,2,ESB,11,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Knossos,Knossos,Priene,Priene,6,ESB,11,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
