source,target,source_coordinates,target_coordinates
Eduardo Fernández-Medina,Jose María Alvarez Rodríguez,POINT (-3.9285138 38.9854201),POINT (-5.8483581 43.3618625)
Eduardo Fernández-Medina,Diego Berrueta Muñoz,POINT (-3.9285138 38.9854201),POINT (-5.66275 43.5449422)
Eduardo Fernández-Medina,Luis Polo Paredes,POINT (-3.9285138 38.9854201),POINT (-5.66275 43.5449422)
Eduardo Fernández-Medina,Jose Emilio Labra Gayo,POINT (-3.9285138 38.9854201),POINT (-5.8483581 43.3618625)
Eduardo Fernández-Medina,Christos Kalloniatis,POINT (-3.9285138 38.9854201),POINT (26.554788 39.1037355)
Eduardo Fernández-Medina,Shareeful Islam,POINT (-3.9285138 38.9854201),POINT (-0.1277653 51.5074456)
Eduardo Fernández-Medina,Marc-Philippe Huget,POINT (-3.9285138 38.9854201),POINT (6.086008679698335 45.7806512)
Eduardo Fernández-Medina,Stefanos Gritzalis,POINT (-3.9285138 38.9854201),POINT (26.554788 39.1037355)
Eduardo Fernández-Medina,Thijs Baars,POINT (-3.9285138 38.9854201),POINT (5.1215634 52.0907006)
Eduardo Fernández-Medina,Marco Spruit,POINT (-3.9285138 38.9854201),POINT (5.1215634 52.0907006)
Eduardo Fernández-Medina,Ismael Caballero,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201)
Eduardo Fernández-Medina,Alberto Freitas,POINT (-3.9285138 38.9854201),POINT (-8.6107884 41.1494512)
Eduardo Fernández-Medina,Hongming Cai,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707)
Eduardo Fernández-Medina,Boyi Xu,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707)
Eduardo Fernández-Medina,Fenglin Bu,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707)
Hannes Holm,Teodor Sommestad,POINT (18.0710935 59.3251172),POINT (18.0710935 59.3251172)
Hannes Holm,Ulrik Franke,POINT (18.0710935 59.3251172),POINT (18.0710935 59.3251172)
Hannes Holm,Mathias Ekstedt,POINT (18.0710935 59.3251172),POINT (18.0710935 59.3251172)
Teodor Sommestad,Ulrik Franke,POINT (18.0710935 59.3251172),POINT (18.0710935 59.3251172)
Teodor Sommestad,Mathias Ekstedt,POINT (18.0710935 59.3251172),POINT (18.0710935 59.3251172)
Ulrik Franke,Mathias Ekstedt,POINT (18.0710935 59.3251172),POINT (18.0710935 59.3251172)
Ickin Vural,Hein S. Venter,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Ickin Vural,David Griffiths,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Ickin Vural,Mark Johnson,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Ickin Vural,Kris Popat,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Ickin Vural,Paul Sharples,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Ickin Vural,Scott Wilson,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Ickin Vural,Daewon Kim,POINT (28.1879101 -25.7459277),POINT (127.1140654 36.8150283)
Ickin Vural,Doosung Hwang,POINT (28.1879101 -25.7459277),POINT (127.1140654 36.8150283)
Hein S. Venter,David Griffiths,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Hein S. Venter,Mark Johnson,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Hein S. Venter,Kris Popat,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Hein S. Venter,Paul Sharples,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Hein S. Venter,Scott Wilson,POINT (28.1879101 -25.7459277),POINT (-2.4300367 53.5782863)
Hein S. Venter,Daewon Kim,POINT (28.1879101 -25.7459277),POINT (127.1140654 36.8150283)
Hein S. Venter,Doosung Hwang,POINT (28.1879101 -25.7459277),POINT (127.1140654 36.8150283)
Pattama Charuenporn,Sarun Intakosum,POINT (100.4935089 13.7524938),POINT (100.4935089 13.7524938)
Oscar Rebollo,Daniel Mellado,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Oscar Rebollo,Marc Alier Forment,POINT (-3.7035825 40.4167047),POINT (2.1774322 41.3828939)
Oscar Rebollo,Patricia Ordóñez de Pablos,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Rebollo,María José Casany,POINT (-3.7035825 40.4167047),POINT (2.1774322 41.3828939)
Oscar Rebollo,Nikolas Galanis,POINT (-3.7035825 40.4167047),POINT (-5.6640182 40.9651572)
Oscar Rebollo,Anton Joha,POINT (-3.7035825 40.4167047),POINT (-0.1277653 51.5074456)
Oscar Rebollo,Marijn Janssen,POINT (-3.7035825 40.4167047),POINT (4.362724538543995 51.999457199999995)
Oscar Rebollo,Eduardo Fernandes,POINT (-3.7035825 40.4167047),POINT (-46.6333824 -23.5506507)
Oscar Rebollo,Marc Sabbagh,POINT (-3.7035825 40.4167047),POINT (2.2890454 48.9105948)
Oscar Rebollo,Antonio de Amescua Seco,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Oscar Rebollo,Miguel García Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Rebollo,Jose María Alvarez Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Rebollo,Diego Berrueta Muñoz,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422)
Oscar Rebollo,Luis Polo Paredes,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422)
Oscar Rebollo,Jose Emilio Labra Gayo,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Oscar Rebollo,Thijs Baars,POINT (-3.7035825 40.4167047),POINT (5.1215634 52.0907006)
Oscar Rebollo,Marco Spruit,POINT (-3.7035825 40.4167047),POINT (5.1215634 52.0907006)
Daniel Mellado,Marc Alier Forment,POINT (-3.7035825 40.4167047),POINT (2.1774322 41.3828939)
Daniel Mellado,Patricia Ordóñez de Pablos,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Daniel Mellado,María José Casany,POINT (-3.7035825 40.4167047),POINT (2.1774322 41.3828939)
Daniel Mellado,Nikolas Galanis,POINT (-3.7035825 40.4167047),POINT (-5.6640182 40.9651572)
Daniel Mellado,Anton Joha,POINT (-3.7035825 40.4167047),POINT (-0.1277653 51.5074456)
Daniel Mellado,Marijn Janssen,POINT (-3.7035825 40.4167047),POINT (4.362724538543995 51.999457199999995)
Daniel Mellado,Eduardo Fernandes,POINT (-3.7035825 40.4167047),POINT (-46.6333824 -23.5506507)
Daniel Mellado,Marc Sabbagh,POINT (-3.7035825 40.4167047),POINT (2.2890454 48.9105948)
Daniel Mellado,Antonio de Amescua Seco,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Daniel Mellado,Miguel García Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Daniel Mellado,Jose María Alvarez Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Daniel Mellado,Diego Berrueta Muñoz,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422)
Daniel Mellado,Luis Polo Paredes,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422)
Daniel Mellado,Jose Emilio Labra Gayo,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625)
Daniel Mellado,Thijs Baars,POINT (-3.7035825 40.4167047),POINT (5.1215634 52.0907006)
Daniel Mellado,Marco Spruit,POINT (-3.7035825 40.4167047),POINT (5.1215634 52.0907006)
Raimundas Matulevičius,Haralambos Mouratidis,POINT (26.72245 58.3801207),POINT (-0.1277653 51.5074456)
Raimundas Matulevičius,Nicolas Mayer,POINT (26.72245 58.3801207),POINT (6.129799 49.6112768)
Raimundas Matulevičius,Eric Dubois,POINT (26.72245 58.3801207),POINT (6.129799 49.6112768)
Raimundas Matulevičius,Patrick Heymans,POINT (26.72245 58.3801207),POINT (4.8661892 50.4665284)
Raimundas Matulevičius,Jezabel Molina-Gil,POINT (26.72245 58.3801207),POINT (-16.621447121144122 28.2935785)
Raimundas Matulevičius,Pino Caballero-Gil,POINT (26.72245 58.3801207),POINT (-16.621447121144122 28.2935785)
Raimundas Matulevičius,Cándido Caballero-Gil,POINT (26.72245 58.3801207),POINT (-16.621447121144122 28.2935785)
Raimundas Matulevičius,Huansheng Ning,POINT (26.72245 58.3801207),POINT (116.412144 40.190632)
Raimundas Matulevičius,Hong Liu,POINT (26.72245 58.3801207),POINT (116.412144 40.190632)
Raimundas Matulevičius,Qing Liu,POINT (26.72245 58.3801207),POINT (118.7788631 32.0438284)
Raimundas Matulevičius,Genlin Ji,POINT (26.72245 58.3801207),POINT (118.7788631 32.0438284)
Raimundas Matulevičius,Xiaojun Qian,POINT (26.72245 58.3801207),POINT (118.7788631 32.0438284)
Raimundas Matulevičius,Xiaoping Che,POINT (26.72245 58.3801207),POINT (2.3200410217200766 48.8588897)
Raimundas Matulevičius,Miloš Milovanović,POINT (26.72245 58.3801207),POINT (-111.184535 45.773279)
Raimundas Matulevičius,Miroslav Minović,POINT (26.72245 58.3801207),POINT (-111.184535 45.773279)
Raimundas Matulevičius,Starčević Dušan,POINT (26.72245 58.3801207),POINT (-111.184535 45.773279)
Raimundas Matulevičius,Christos Kalloniatis,POINT (26.72245 58.3801207),POINT (26.554788 39.1037355)
Raimundas Matulevičius,Shareeful Islam,POINT (26.72245 58.3801207),POINT (-0.1277653 51.5074456)
Raimundas Matulevičius,Marc-Philippe Huget,POINT (26.72245 58.3801207),POINT (6.086008679698335 45.7806512)
Raimundas Matulevičius,Stefanos Gritzalis,POINT (26.72245 58.3801207),POINT (26.554788 39.1037355)
Raimundas Matulevičius,Ismael Caballero,POINT (26.72245 58.3801207),POINT (-3.9285138 38.9854201)
Raimundas Matulevičius,Alberto Freitas,POINT (26.72245 58.3801207),POINT (-8.6107884 41.1494512)
Haralambos Mouratidis,Nicolas Mayer,POINT (-0.1277653 51.5074456),POINT (6.129799 49.6112768)
Haralambos Mouratidis,Eric Dubois,POINT (-0.1277653 51.5074456),POINT (6.129799 49.6112768)
Haralambos Mouratidis,Patrick Heymans,POINT (-0.1277653 51.5074456),POINT (4.8661892 50.4665284)
Haralambos Mouratidis,Jezabel Molina-Gil,POINT (-0.1277653 51.5074456),POINT (-16.621447121144122 28.2935785)
Haralambos Mouratidis,Pino Caballero-Gil,POINT (-0.1277653 51.5074456),POINT (-16.621447121144122 28.2935785)
Haralambos Mouratidis,Cándido Caballero-Gil,POINT (-0.1277653 51.5074456),POINT (-16.621447121144122 28.2935785)
Haralambos Mouratidis,Huansheng Ning,POINT (-0.1277653 51.5074456),POINT (116.412144 40.190632)
Haralambos Mouratidis,Hong Liu,POINT (-0.1277653 51.5074456),POINT (116.412144 40.190632)
Haralambos Mouratidis,Qing Liu,POINT (-0.1277653 51.5074456),POINT (118.7788631 32.0438284)
Haralambos Mouratidis,Genlin Ji,POINT (-0.1277653 51.5074456),POINT (118.7788631 32.0438284)
Haralambos Mouratidis,Xiaojun Qian,POINT (-0.1277653 51.5074456),POINT (118.7788631 32.0438284)
Haralambos Mouratidis,Xiaoping Che,POINT (-0.1277653 51.5074456),POINT (2.3200410217200766 48.8588897)
Haralambos Mouratidis,Miloš Milovanović,POINT (-0.1277653 51.5074456),POINT (-111.184535 45.773279)
Haralambos Mouratidis,Miroslav Minović,POINT (-0.1277653 51.5074456),POINT (-111.184535 45.773279)
Haralambos Mouratidis,Starčević Dušan,POINT (-0.1277653 51.5074456),POINT (-111.184535 45.773279)
Haralambos Mouratidis,Christos Kalloniatis,POINT (-0.1277653 51.5074456),POINT (26.554788 39.1037355)
Haralambos Mouratidis,Shareeful Islam,POINT (-0.1277653 51.5074456),POINT (-0.1277653 51.5074456)
Haralambos Mouratidis,Marc-Philippe Huget,POINT (-0.1277653 51.5074456),POINT (6.086008679698335 45.7806512)
Haralambos Mouratidis,Stefanos Gritzalis,POINT (-0.1277653 51.5074456),POINT (26.554788 39.1037355)
Haralambos Mouratidis,Pedro Martinez-Julia,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795)
Haralambos Mouratidis,Antonio F. Gómez-Skarmeta,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795)
Haralambos Mouratidis,Ismael Caballero,POINT (-0.1277653 51.5074456),POINT (-3.9285138 38.9854201)
Haralambos Mouratidis,Alberto Freitas,POINT (-0.1277653 51.5074456),POINT (-8.6107884 41.1494512)
Nicolas Mayer,Eric Dubois,POINT (6.129799 49.6112768),POINT (6.129799 49.6112768)
Nicolas Mayer,Patrick Heymans,POINT (6.129799 49.6112768),POINT (4.8661892 50.4665284)
Nicolas Mayer,Jezabel Molina-Gil,POINT (6.129799 49.6112768),POINT (-16.621447121144122 28.2935785)
Nicolas Mayer,Pino Caballero-Gil,POINT (6.129799 49.6112768),POINT (-16.621447121144122 28.2935785)
Nicolas Mayer,Cándido Caballero-Gil,POINT (6.129799 49.6112768),POINT (-16.621447121144122 28.2935785)
Nicolas Mayer,Huansheng Ning,POINT (6.129799 49.6112768),POINT (116.412144 40.190632)
Nicolas Mayer,Hong Liu,POINT (6.129799 49.6112768),POINT (116.412144 40.190632)
Nicolas Mayer,Qing Liu,POINT (6.129799 49.6112768),POINT (118.7788631 32.0438284)
Nicolas Mayer,Genlin Ji,POINT (6.129799 49.6112768),POINT (118.7788631 32.0438284)
Nicolas Mayer,Xiaojun Qian,POINT (6.129799 49.6112768),POINT (118.7788631 32.0438284)
Nicolas Mayer,Xiaoping Che,POINT (6.129799 49.6112768),POINT (2.3200410217200766 48.8588897)
Nicolas Mayer,Miloš Milovanović,POINT (6.129799 49.6112768),POINT (-111.184535 45.773279)
Nicolas Mayer,Miroslav Minović,POINT (6.129799 49.6112768),POINT (-111.184535 45.773279)
Nicolas Mayer,Starčević Dušan,POINT (6.129799 49.6112768),POINT (-111.184535 45.773279)
Nicolas Mayer,Christos Kalloniatis,POINT (6.129799 49.6112768),POINT (26.554788 39.1037355)
Nicolas Mayer,Shareeful Islam,POINT (6.129799 49.6112768),POINT (-0.1277653 51.5074456)
Nicolas Mayer,Marc-Philippe Huget,POINT (6.129799 49.6112768),POINT (6.086008679698335 45.7806512)
Nicolas Mayer,Stefanos Gritzalis,POINT (6.129799 49.6112768),POINT (26.554788 39.1037355)
Nicolas Mayer,Ismael Caballero,POINT (6.129799 49.6112768),POINT (-3.9285138 38.9854201)
Nicolas Mayer,Alberto Freitas,POINT (6.129799 49.6112768),POINT (-8.6107884 41.1494512)
Eric Dubois,Patrick Heymans,POINT (6.129799 49.6112768),POINT (4.8661892 50.4665284)
Eric Dubois,Jezabel Molina-Gil,POINT (6.129799 49.6112768),POINT (-16.621447121144122 28.2935785)
Eric Dubois,Pino Caballero-Gil,POINT (6.129799 49.6112768),POINT (-16.621447121144122 28.2935785)
Eric Dubois,Cándido Caballero-Gil,POINT (6.129799 49.6112768),POINT (-16.621447121144122 28.2935785)
Eric Dubois,Huansheng Ning,POINT (6.129799 49.6112768),POINT (116.412144 40.190632)
Eric Dubois,Hong Liu,POINT (6.129799 49.6112768),POINT (116.412144 40.190632)
Eric Dubois,Qing Liu,POINT (6.129799 49.6112768),POINT (118.7788631 32.0438284)
Eric Dubois,Genlin Ji,POINT (6.129799 49.6112768),POINT (118.7788631 32.0438284)
Eric Dubois,Xiaojun Qian,POINT (6.129799 49.6112768),POINT (118.7788631 32.0438284)
Eric Dubois,Xiaoping Che,POINT (6.129799 49.6112768),POINT (2.3200410217200766 48.8588897)
Eric Dubois,Miloš Milovanović,POINT (6.129799 49.6112768),POINT (-111.184535 45.773279)
Eric Dubois,Miroslav Minović,POINT (6.129799 49.6112768),POINT (-111.184535 45.773279)
Eric Dubois,Starčević Dušan,POINT (6.129799 49.6112768),POINT (-111.184535 45.773279)
Eric Dubois,Christos Kalloniatis,POINT (6.129799 49.6112768),POINT (26.554788 39.1037355)
Eric Dubois,Shareeful Islam,POINT (6.129799 49.6112768),POINT (-0.1277653 51.5074456)
Eric Dubois,Marc-Philippe Huget,POINT (6.129799 49.6112768),POINT (6.086008679698335 45.7806512)
Eric Dubois,Stefanos Gritzalis,POINT (6.129799 49.6112768),POINT (26.554788 39.1037355)
Eric Dubois,Ismael Caballero,POINT (6.129799 49.6112768),POINT (-3.9285138 38.9854201)
Eric Dubois,Alberto Freitas,POINT (6.129799 49.6112768),POINT (-8.6107884 41.1494512)
Patrick Heymans,Jezabel Molina-Gil,POINT (4.8661892 50.4665284),POINT (-16.621447121144122 28.2935785)
Patrick Heymans,Pino Caballero-Gil,POINT (4.8661892 50.4665284),POINT (-16.621447121144122 28.2935785)
Patrick Heymans,Cándido Caballero-Gil,POINT (4.8661892 50.4665284),POINT (-16.621447121144122 28.2935785)
Patrick Heymans,Huansheng Ning,POINT (4.8661892 50.4665284),POINT (116.412144 40.190632)
Patrick Heymans,Hong Liu,POINT (4.8661892 50.4665284),POINT (116.412144 40.190632)
Patrick Heymans,Qing Liu,POINT (4.8661892 50.4665284),POINT (118.7788631 32.0438284)
Patrick Heymans,Genlin Ji,POINT (4.8661892 50.4665284),POINT (118.7788631 32.0438284)
Patrick Heymans,Xiaojun Qian,POINT (4.8661892 50.4665284),POINT (118.7788631 32.0438284)
Patrick Heymans,Xiaoping Che,POINT (4.8661892 50.4665284),POINT (2.3200410217200766 48.8588897)
Patrick Heymans,Miloš Milovanović,POINT (4.8661892 50.4665284),POINT (-111.184535 45.773279)
Patrick Heymans,Miroslav Minović,POINT (4.8661892 50.4665284),POINT (-111.184535 45.773279)
Patrick Heymans,Starčević Dušan,POINT (4.8661892 50.4665284),POINT (-111.184535 45.773279)
Patrick Heymans,Christos Kalloniatis,POINT (4.8661892 50.4665284),POINT (26.554788 39.1037355)
Patrick Heymans,Shareeful Islam,POINT (4.8661892 50.4665284),POINT (-0.1277653 51.5074456)
Patrick Heymans,Marc-Philippe Huget,POINT (4.8661892 50.4665284),POINT (6.086008679698335 45.7806512)
Patrick Heymans,Stefanos Gritzalis,POINT (4.8661892 50.4665284),POINT (26.554788 39.1037355)
Patrick Heymans,Ismael Caballero,POINT (4.8661892 50.4665284),POINT (-3.9285138 38.9854201)
Patrick Heymans,Alberto Freitas,POINT (4.8661892 50.4665284),POINT (-8.6107884 41.1494512)
Carla-Lee Botha,Elmarie Kritzinger,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Carla-Lee Botha,Marianne Loock,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Elmarie Kritzinger,Marianne Loock,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Jezabel Molina-Gil,Pino Caballero-Gil,POINT (-16.621447121144122 28.2935785),POINT (-16.621447121144122 28.2935785)
Jezabel Molina-Gil,Cándido Caballero-Gil,POINT (-16.621447121144122 28.2935785),POINT (-16.621447121144122 28.2935785)
Jezabel Molina-Gil,Huansheng Ning,POINT (-16.621447121144122 28.2935785),POINT (116.412144 40.190632)
Jezabel Molina-Gil,Hong Liu,POINT (-16.621447121144122 28.2935785),POINT (116.412144 40.190632)
Jezabel Molina-Gil,Qing Liu,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Jezabel Molina-Gil,Genlin Ji,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Jezabel Molina-Gil,Xiaojun Qian,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Jezabel Molina-Gil,Xiaoping Che,POINT (-16.621447121144122 28.2935785),POINT (2.3200410217200766 48.8588897)
Jezabel Molina-Gil,Miloš Milovanović,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Jezabel Molina-Gil,Miroslav Minović,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Jezabel Molina-Gil,Starčević Dušan,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Jezabel Molina-Gil,Christos Kalloniatis,POINT (-16.621447121144122 28.2935785),POINT (26.554788 39.1037355)
Jezabel Molina-Gil,Shareeful Islam,POINT (-16.621447121144122 28.2935785),POINT (-0.1277653 51.5074456)
Jezabel Molina-Gil,Marc-Philippe Huget,POINT (-16.621447121144122 28.2935785),POINT (6.086008679698335 45.7806512)
Jezabel Molina-Gil,Stefanos Gritzalis,POINT (-16.621447121144122 28.2935785),POINT (26.554788 39.1037355)
Jezabel Molina-Gil,Ismael Caballero,POINT (-16.621447121144122 28.2935785),POINT (-3.9285138 38.9854201)
Jezabel Molina-Gil,Alberto Freitas,POINT (-16.621447121144122 28.2935785),POINT (-8.6107884 41.1494512)
Pino Caballero-Gil,Cándido Caballero-Gil,POINT (-16.621447121144122 28.2935785),POINT (-16.621447121144122 28.2935785)
Pino Caballero-Gil,Huansheng Ning,POINT (-16.621447121144122 28.2935785),POINT (116.412144 40.190632)
Pino Caballero-Gil,Hong Liu,POINT (-16.621447121144122 28.2935785),POINT (116.412144 40.190632)
Pino Caballero-Gil,Qing Liu,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Pino Caballero-Gil,Genlin Ji,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Pino Caballero-Gil,Xiaojun Qian,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Pino Caballero-Gil,Xiaoping Che,POINT (-16.621447121144122 28.2935785),POINT (2.3200410217200766 48.8588897)
Pino Caballero-Gil,Miloš Milovanović,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Pino Caballero-Gil,Miroslav Minović,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Pino Caballero-Gil,Starčević Dušan,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Pino Caballero-Gil,Christos Kalloniatis,POINT (-16.621447121144122 28.2935785),POINT (26.554788 39.1037355)
Pino Caballero-Gil,Shareeful Islam,POINT (-16.621447121144122 28.2935785),POINT (-0.1277653 51.5074456)
Pino Caballero-Gil,Marc-Philippe Huget,POINT (-16.621447121144122 28.2935785),POINT (6.086008679698335 45.7806512)
Pino Caballero-Gil,Stefanos Gritzalis,POINT (-16.621447121144122 28.2935785),POINT (26.554788 39.1037355)
Pino Caballero-Gil,Ismael Caballero,POINT (-16.621447121144122 28.2935785),POINT (-3.9285138 38.9854201)
Pino Caballero-Gil,Alberto Freitas,POINT (-16.621447121144122 28.2935785),POINT (-8.6107884 41.1494512)
Cándido Caballero-Gil,Huansheng Ning,POINT (-16.621447121144122 28.2935785),POINT (116.412144 40.190632)
Cándido Caballero-Gil,Hong Liu,POINT (-16.621447121144122 28.2935785),POINT (116.412144 40.190632)
Cándido Caballero-Gil,Qing Liu,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Cándido Caballero-Gil,Genlin Ji,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Cándido Caballero-Gil,Xiaojun Qian,POINT (-16.621447121144122 28.2935785),POINT (118.7788631 32.0438284)
Cándido Caballero-Gil,Xiaoping Che,POINT (-16.621447121144122 28.2935785),POINT (2.3200410217200766 48.8588897)
Cándido Caballero-Gil,Miloš Milovanović,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Cándido Caballero-Gil,Miroslav Minović,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Cándido Caballero-Gil,Starčević Dušan,POINT (-16.621447121144122 28.2935785),POINT (-111.184535 45.773279)
Cándido Caballero-Gil,Christos Kalloniatis,POINT (-16.621447121144122 28.2935785),POINT (26.554788 39.1037355)
Cándido Caballero-Gil,Shareeful Islam,POINT (-16.621447121144122 28.2935785),POINT (-0.1277653 51.5074456)
Cándido Caballero-Gil,Marc-Philippe Huget,POINT (-16.621447121144122 28.2935785),POINT (6.086008679698335 45.7806512)
Cándido Caballero-Gil,Stefanos Gritzalis,POINT (-16.621447121144122 28.2935785),POINT (26.554788 39.1037355)
Cándido Caballero-Gil,Ismael Caballero,POINT (-16.621447121144122 28.2935785),POINT (-3.9285138 38.9854201)
Cándido Caballero-Gil,Alberto Freitas,POINT (-16.621447121144122 28.2935785),POINT (-8.6107884 41.1494512)
Saïd Gharout,Abdelmadjid Bouabdallah,POINT (-107.991707 61.0666922),POINT (2.8263171 49.4179497)
Saïd Gharout,Yacine Challal,POINT (-107.991707 61.0666922),POINT (2.8263171 49.4179497)
Saïd Gharout,Mohammed Achemlal,POINT (-107.991707 61.0666922),POINT (-107.991707 61.0666922)
Abdelmadjid Bouabdallah,Yacine Challal,POINT (2.8263171 49.4179497),POINT (2.8263171 49.4179497)
Abdelmadjid Bouabdallah,Mohammed Achemlal,POINT (2.8263171 49.4179497),POINT (-107.991707 61.0666922)
Yacine Challal,Mohammed Achemlal,POINT (2.8263171 49.4179497),POINT (-107.991707 61.0666922)
Nadia Nedjah,Luiza de Macedo Mourelle,POINT (-43.2093727 -22.9110137),POINT (-43.2093727 -22.9110137)
Nadia Nedjah,Luneque Silva Junior,POINT (-43.2093727 -22.9110137),POINT (-43.2093727 -22.9110137)
Luiza de Macedo Mourelle,Luneque Silva Junior,POINT (-43.2093727 -22.9110137),POINT (-43.2093727 -22.9110137)
Freddy Bolanos,Jose Edison Aedo,POINT (-75.573553 6.2443382),POINT (-75.573553 6.2443382)
Freddy Bolanos,Fredy Rivera,POINT (-75.573553 6.2443382),POINT (-75.573553 6.2443382)
Freddy Bolanos,Nader Bagherzadeh,POINT (-75.573553 6.2443382),POINT (-117.8259819 33.6856969)
Jose Edison Aedo,Fredy Rivera,POINT (-75.573553 6.2443382),POINT (-75.573553 6.2443382)
Jose Edison Aedo,Nader Bagherzadeh,POINT (-75.573553 6.2443382),POINT (-117.8259819 33.6856969)
Fredy Rivera,Nader Bagherzadeh,POINT (-75.573553 6.2443382),POINT (-117.8259819 33.6856969)
Maurizio Palesi,Rafael Tornero,POINT (14.2807473 37.5667573),POINT (-0.3763353 39.4697065)
Maurizio Palesi,Juan Manuel Orduñna,POINT (14.2807473 37.5667573),POINT (-0.3763353 39.4697065)
Maurizio Palesi,Vincenzo Catania,POINT (14.2807473 37.5667573),POINT (15.0873718 37.5023612)
Maurizio Palesi,Daniela Panno,POINT (14.2807473 37.5667573),POINT (15.0873718 37.5023612)
Rafael Tornero,Juan Manuel Orduñna,POINT (-0.3763353 39.4697065),POINT (-0.3763353 39.4697065)
Rafael Tornero,Vincenzo Catania,POINT (-0.3763353 39.4697065),POINT (15.0873718 37.5023612)
Rafael Tornero,Daniela Panno,POINT (-0.3763353 39.4697065),POINT (15.0873718 37.5023612)
Juan Manuel Orduñna,Vincenzo Catania,POINT (-0.3763353 39.4697065),POINT (15.0873718 37.5023612)
Juan Manuel Orduñna,Daniela Panno,POINT (-0.3763353 39.4697065),POINT (15.0873718 37.5023612)
Vincenzo Catania,Daniela Panno,POINT (15.0873718 37.5023612),POINT (15.0873718 37.5023612)
Wilas Chamlertwat,Pattarasinee Bhattarakosol,POINT (100.4935089 13.7524938),POINT (100.4935089 13.7524938)
Wilas Chamlertwat,Tippakorn Rungkasiri,POINT (100.4935089 13.7524938),POINT (100.4935089 13.7524938)
Wilas Chamlertwat,Choochart Haruechaiyasak,POINT (100.4935089 13.7524938),POINT (100.51976929479142 13.97270675)
Pattarasinee Bhattarakosol,Tippakorn Rungkasiri,POINT (100.4935089 13.7524938),POINT (100.4935089 13.7524938)
Pattarasinee Bhattarakosol,Choochart Haruechaiyasak,POINT (100.4935089 13.7524938),POINT (100.51976929479142 13.97270675)
