source,target,source_coordinates,target_coordinates
Musrrat Ali,Chang Wook Ahn,POINT (127.0287472 37.2633325),POINT (127.0287472 37.2633325)
Millie Pant,Chang Wook Ahn,POINT (77.5427464 29.9637438),POINT (127.0287472 37.2633325)
Basabdatta Sen Bhattacharya,Damien Coyle,POINT (-0.5404819 53.2293545),POINT (-6.948159941337819 54.574243249999995)
Basabdatta Sen Bhattacharya,Liam P. Maguire,POINT (-0.5404819 53.2293545),POINT (-6.948159941337819 54.574243249999995)
Damien Coyle,Liam P. Maguire,POINT (-6.948159941337819 54.574243249999995),POINT (-6.948159941337819 54.574243249999995)
Antonio L. Bajuelos,Santiago Canales,POINT (-8.6537841 40.640496),POINT (-3.7035825 40.4167047)
Antonio L. Bajuelos,Gregorio Hernández,POINT (-8.6537841 40.640496),POINT (-3.7035825 40.4167047)
Antonio L. Bajuelos,Mafalda Martins,POINT (-8.6537841 40.640496),POINT (-8.6537841 40.640496)
Santiago Canales,Gregorio Hernández,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Santiago Canales,Mafalda Martins,POINT (-3.7035825 40.4167047),POINT (-8.6537841 40.640496)
Gregorio Hernández,Mafalda Martins,POINT (-3.7035825 40.4167047),POINT (-8.6537841 40.640496)
Alton Y.K. Chua,Radhika Shenoy Balkunje,POINT (103.8194992 1.357107),POINT (103.8194992 1.357107)
Wojciech Frączek,Wojciech Mazurczyk,POINT (-78.1325548 42.7401871),POINT (-78.1325548 42.7401871)
Wojciech Frączek,Krzysztof Szczypiorski,POINT (-78.1325548 42.7401871),POINT (-78.1325548 42.7401871)
Wojciech Mazurczyk,Krzysztof Szczypiorski,POINT (-78.1325548 42.7401871),POINT (-78.1325548 42.7401871)
Jörg Keller,Christoph W. Kessler,POINT (7.473296 51.3582945),POINT (15.6245252 58.4098135)
Jörg Keller,Rikard Hultén,POINT (7.473296 51.3582945),POINT (15.6245252 58.4098135)
Christoph W. Kessler,Rikard Hultén,POINT (15.6245252 58.4098135),POINT (15.6245252 58.4098135)
Alexander Meduna,Petr Zemek,POINT (16.6113382 49.1922443),POINT (16.6113382 49.1922443)
Efi Papatheocharous,Andreas S. Andreou,POINT (14.397271 37.747452),POINT (33.0332657 34.6852901)
Henna Suomi,Kalevi Kilkki,POINT (24.6568435 60.2047672),POINT (24.6568435 60.2047672)
Henna Suomi,Heikki Hämmäinen,POINT (24.6568435 60.2047672),POINT (24.6568435 60.2047672)
Kalevi Kilkki,Heikki Hämmäinen,POINT (24.6568435 60.2047672),POINT (24.6568435 60.2047672)
Carlos Delgado Kloos,Stefaan Ternier,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239)
Carlos Delgado Kloos,Roland Klemke,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239)
Carlos Delgado Kloos,Marco Kalz,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239)
Carlos Delgado Kloos,Patricia van Ulzen,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239)
Carlos Delgado Kloos,María Blanca Ibáñez,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
Carlos Delgado Kloos,David Maroto,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047)
Carlos Delgado Kloos,José Jesús García Rueda,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047)
Carlos Delgado Kloos,Derick Leony,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047)
Carlos Delgado Kloos,José Jesús Garcia Rueda,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
Carlos Delgado Kloos,Diego Morillo,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
Carlos Delgado Kloos,Daewon Kim,POINT (-3.76527 40.3281942),POINT (127.1140654 36.8150283)
Carlos Delgado Kloos,Doosung Hwang,POINT (-3.76527 40.3281942),POINT (127.1140654 36.8150283)
Davinia Hernández-Leo,Raul Nieves,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Davinia Hernández-Leo,Ernesto Arroyo,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Davinia Hernández-Leo,Andrea Rosales,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Davinia Hernández-Leo,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Davinia Hernández-Leo,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Henriikka Vartiainen,Anu Liljeström,POINT (28.8797178 61.8689933),POINT (28.8797178 61.8689933)
Henriikka Vartiainen,Jorma Enkenberg,POINT (28.8797178 61.8689933),POINT (28.8797178 61.8689933)
Anu Liljeström,Jorma Enkenberg,POINT (28.8797178 61.8689933),POINT (28.8797178 61.8689933)
Nikolaos Avouris,Nikoleta Yiannoutsou,POINT (4.5424004 47.9308179),POINT (4.5424004 47.9308179)
Stefaan Ternier,Roland Klemke,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239)
Stefaan Ternier,Marco Kalz,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239)
Stefaan Ternier,Patricia van Ulzen,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239)
Stefaan Ternier,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942)
Stefaan Ternier,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Stefaan Ternier,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Stefaan Ternier,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Stefaan Ternier,Daewon Kim,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Stefaan Ternier,Doosung Hwang,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Roland Klemke,Marco Kalz,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239)
Roland Klemke,Patricia van Ulzen,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239)
Roland Klemke,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942)
Roland Klemke,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Roland Klemke,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Roland Klemke,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Roland Klemke,Daewon Kim,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Roland Klemke,Doosung Hwang,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Marco Kalz,Patricia van Ulzen,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239)
Marco Kalz,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942)
Marco Kalz,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Marco Kalz,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Marco Kalz,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Marco Kalz,Daewon Kim,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Marco Kalz,Doosung Hwang,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Patricia van Ulzen,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942)
Patricia van Ulzen,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Patricia van Ulzen,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Patricia van Ulzen,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047)
Patricia van Ulzen,Daewon Kim,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Patricia van Ulzen,Doosung Hwang,POINT (5.981506585454879 50.8775239),POINT (127.1140654 36.8150283)
Raul Nieves,Ernesto Arroyo,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Raul Nieves,Andrea Rosales,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Raul Nieves,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Raul Nieves,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Ernesto Arroyo,Andrea Rosales,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Ernesto Arroyo,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Ernesto Arroyo,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Andrea Rosales,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Andrea Rosales,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
Javier Melero,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939)
María Blanca Ibáñez,David Maroto,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047)
María Blanca Ibáñez,José Jesús García Rueda,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047)
María Blanca Ibáñez,Derick Leony,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047)
María Blanca Ibáñez,José Jesús Garcia Rueda,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
María Blanca Ibáñez,Diego Morillo,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
María Blanca Ibáñez,Daewon Kim,POINT (-3.76527 40.3281942),POINT (127.1140654 36.8150283)
María Blanca Ibáñez,Doosung Hwang,POINT (-3.76527 40.3281942),POINT (127.1140654 36.8150283)
David Maroto,José Jesús García Rueda,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
David Maroto,Derick Leony,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
David Maroto,Daewon Kim,POINT (-3.7035825 40.4167047),POINT (127.1140654 36.8150283)
David Maroto,Doosung Hwang,POINT (-3.7035825 40.4167047),POINT (127.1140654 36.8150283)
José Jesús García Rueda,Derick Leony,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
José Jesús García Rueda,Daewon Kim,POINT (-3.7035825 40.4167047),POINT (127.1140654 36.8150283)
José Jesús García Rueda,Doosung Hwang,POINT (-3.7035825 40.4167047),POINT (127.1140654 36.8150283)
Derick Leony,Daewon Kim,POINT (-3.7035825 40.4167047),POINT (127.1140654 36.8150283)
Derick Leony,Doosung Hwang,POINT (-3.7035825 40.4167047),POINT (127.1140654 36.8150283)
Daniel Găină,Kokichi Futatsugi,POINT (11.071881 45.928599),POINT (11.071881 45.928599)
Daniel Găină,Kazuhiro Ogata,POINT (11.071881 45.928599),POINT (11.071881 45.928599)
Kokichi Futatsugi,Kazuhiro Ogata,POINT (11.071881 45.928599),POINT (11.071881 45.928599)
Tarek F. Gharib,Nagwa Badr,POINT (39.1653612 21.5810088),POINT (31.2357257 30.0443879)
Tarek F. Gharib,Shaimaa Haridy,POINT (39.1653612 21.5810088),POINT (31.2357257 30.0443879)
Tarek F. Gharib,Ajith Abraham,POINT (39.1653612 21.5810088),POINT (-1.57027 55.1832364)
Tarek F. Gharib,Hongming Cai,POINT (39.1653612 21.5810088),POINT (121.4700152 31.2312707)
Tarek F. Gharib,Boyi Xu,POINT (39.1653612 21.5810088),POINT (121.4700152 31.2312707)
Tarek F. Gharib,Fenglin Bu,POINT (39.1653612 21.5810088),POINT (121.4700152 31.2312707)
Nagwa Badr,Shaimaa Haridy,POINT (31.2357257 30.0443879),POINT (31.2357257 30.0443879)
Nagwa Badr,Ajith Abraham,POINT (31.2357257 30.0443879),POINT (-1.57027 55.1832364)
Nagwa Badr,Hongming Cai,POINT (31.2357257 30.0443879),POINT (121.4700152 31.2312707)
Nagwa Badr,Boyi Xu,POINT (31.2357257 30.0443879),POINT (121.4700152 31.2312707)
Nagwa Badr,Fenglin Bu,POINT (31.2357257 30.0443879),POINT (121.4700152 31.2312707)
Shaimaa Haridy,Ajith Abraham,POINT (31.2357257 30.0443879),POINT (-1.57027 55.1832364)
Shaimaa Haridy,Hongming Cai,POINT (31.2357257 30.0443879),POINT (121.4700152 31.2312707)
Shaimaa Haridy,Boyi Xu,POINT (31.2357257 30.0443879),POINT (121.4700152 31.2312707)
Shaimaa Haridy,Fenglin Bu,POINT (31.2357257 30.0443879),POINT (121.4700152 31.2312707)
Ajith Abraham,Hongming Cai,POINT (-1.57027 55.1832364),POINT (121.4700152 31.2312707)
Ajith Abraham,Boyi Xu,POINT (-1.57027 55.1832364),POINT (121.4700152 31.2312707)
Ajith Abraham,Fenglin Bu,POINT (-1.57027 55.1832364),POINT (121.4700152 31.2312707)
Rob J.M. Hartog,Adrie J.M. Beulens,POINT (5.668298061827958 51.9685817),POINT (5.668298061827958 51.9685817)
Rob J.M. Hartog,Johannes Tramper,POINT (5.668298061827958 51.9685817),POINT (5.668298061827958 51.9685817)
Adrie J.M. Beulens,Johannes Tramper,POINT (5.668298061827958 51.9685817),POINT (5.668298061827958 51.9685817)
Muhammad Tanvir Afzal,Mushtaq Ahmad,POINT (73.0651511 33.6938118),POINT (28.1879101 -25.7459277)
Muhammad Tanvir Afzal,Stefan Gruner,POINT (73.0651511 33.6938118),POINT (28.1879101 -25.7459277)
María-Teresa Martín-Valdivia,Arturo Montejo-Ráez,POINT (-3.7883289 37.7728858),POINT (-3.7883289 37.7728858)
María-Teresa Martín-Valdivia,Alfonso Ureña-López,POINT (-3.7883289 37.7728858),POINT (-3.7883289 37.7728858)
María-Teresa Martín-Valdivia,Mohammed Rushdi Saleh,POINT (-3.7883289 37.7728858),POINT (-3.7883289 37.7728858)
Arturo Montejo-Ráez,Alfonso Ureña-López,POINT (-3.7883289 37.7728858),POINT (-3.7883289 37.7728858)
Arturo Montejo-Ráez,Mohammed Rushdi Saleh,POINT (-3.7883289 37.7728858),POINT (-3.7883289 37.7728858)
Alfonso Ureña-López,Mohammed Rushdi Saleh,POINT (-3.7883289 37.7728858),POINT (-3.7883289 37.7728858)
Bernhard Thalheim,Ajantha Dahanayake,POINT (10.135555 54.3227085),POINT (-15.931358244103087 17.9909945)
Juan M. Vara,Vasilios Andrikopoulos,POINT (-3.7035825 40.4167047),POINT (9.1800132 48.7784485)
Juan M. Vara,Michael P. Papazoglou,POINT (-3.7035825 40.4167047),POINT (5.0886014 51.5562404)
Juan M. Vara,Esperanza Marcos,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Vasilios Andrikopoulos,Michael P. Papazoglou,POINT (9.1800132 48.7784485),POINT (5.0886014 51.5562404)
Vasilios Andrikopoulos,Esperanza Marcos,POINT (9.1800132 48.7784485),POINT (-3.7035825 40.4167047)
Michael P. Papazoglou,Esperanza Marcos,POINT (5.0886014 51.5562404),POINT (-3.7035825 40.4167047)
Esperanza Marcos,Valeria de Castro,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Esperanza Marcos,Juan Manuel Vara,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Jorge Roa,Pablo Villarreal,POINT (-105.938456 35.6876096),POINT (-105.938456 35.6876096)
Jorge Roa,Omar Chiotti,POINT (-105.938456 35.6876096),POINT (-105.938456 35.6876096)
Jorge Roa,Hongming Cai,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Jorge Roa,Boyi Xu,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Jorge Roa,Fenglin Bu,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Pablo Villarreal,Omar Chiotti,POINT (-105.938456 35.6876096),POINT (-105.938456 35.6876096)
Pablo Villarreal,Hongming Cai,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Pablo Villarreal,Boyi Xu,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Pablo Villarreal,Fenglin Bu,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Omar Chiotti,Hongming Cai,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Omar Chiotti,Boyi Xu,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Omar Chiotti,Fenglin Bu,POINT (-105.938456 35.6876096),POINT (121.4700152 31.2312707)
Jose Ignacio Fernández-Villamor,Carlos Á. Iglesias,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Jose Ignacio Fernández-Villamor,Mercedes Garijo,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Carlos Á. Iglesias,Mercedes Garijo,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Valeria de Castro,Juan Manuel Vara,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Hongming Cai,Boyi Xu,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707)
Hongming Cai,Fenglin Bu,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707)
Boyi Xu,Fenglin Bu,POINT (121.4700152 31.2312707),POINT (121.4700152 31.2312707)
David Griol,José Manuel Molina,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
David Griol,Araceli Sanchis de Miguel,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
David Griol,Zoraida Callejas,POINT (-3.76527 40.3281942),POINT (-3.5995337 37.1734995)
José Manuel Molina,Araceli Sanchis de Miguel,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
José Manuel Molina,Zoraida Callejas,POINT (-3.76527 40.3281942),POINT (-3.5995337 37.1734995)
Araceli Sanchis de Miguel,Zoraida Callejas,POINT (-3.76527 40.3281942),POINT (-3.5995337 37.1734995)
Nathan Labhart,Béatrice S. Hasler,POINT (8.5410422 47.3744489),POINT (34.8469023 32.1656255)
Nathan Labhart,Andy Zbinden,POINT (8.5410422 47.3744489),POINT (8.5410422 47.3744489)
Nathan Labhart,Andreas Schmeil,POINT (8.5410422 47.3744489),POINT (8.9520281 46.0050102)
Béatrice S. Hasler,Andy Zbinden,POINT (34.8469023 32.1656255),POINT (8.5410422 47.3744489)
Béatrice S. Hasler,Andreas Schmeil,POINT (34.8469023 32.1656255),POINT (8.9520281 46.0050102)
Andy Zbinden,Andreas Schmeil,POINT (8.5410422 47.3744489),POINT (8.9520281 46.0050102)
José Jesús Garcia Rueda,Diego Morillo,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942)
Pilar Sancho,Javier Torrente,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Pilar Sancho,Baltasar Fernández-Manjón,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Javier Torrente,Baltasar Fernández-Manjón,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Alok Mishra,Deepti Mishra,POINT (32.8540497 39.9207759),POINT (32.8540497 39.9207759)
Alok Mishra,Pedro Soto-Acosta,POINT (32.8540497 39.9207759),POINT (-1.1305431 37.9923795)
Alok Mishra,Ángel García-Crespo,POINT (32.8540497 39.9207759),POINT (-3.76527 40.3281942)
Alok Mishra,Gislaine Camila Lapasini Leal,POINT (32.8540497 39.9207759),POINT (-51.9382078 -23.425269)
Alok Mishra,Ana Paula Chaves,POINT (32.8540497 39.9207759),POINT (-52.37802 -24.046329)
Alok Mishra,Elisa Hatsue Moriya Huzita,POINT (32.8540497 39.9207759),POINT (-51.9382078 -23.425269)
Alok Mishra,Marcio Eduardo Delamaro,POINT (32.8540497 39.9207759),POINT (-47.891154 -22.0180395)
Deepti Mishra,Pedro Soto-Acosta,POINT (32.8540497 39.9207759),POINT (-1.1305431 37.9923795)
Deepti Mishra,Ángel García-Crespo,POINT (32.8540497 39.9207759),POINT (-3.76527 40.3281942)
Deepti Mishra,Gislaine Camila Lapasini Leal,POINT (32.8540497 39.9207759),POINT (-51.9382078 -23.425269)
Deepti Mishra,Ana Paula Chaves,POINT (32.8540497 39.9207759),POINT (-52.37802 -24.046329)
Deepti Mishra,Elisa Hatsue Moriya Huzita,POINT (32.8540497 39.9207759),POINT (-51.9382078 -23.425269)
Deepti Mishra,Marcio Eduardo Delamaro,POINT (32.8540497 39.9207759),POINT (-47.891154 -22.0180395)
José Luis Hernández,Aurora Vizcaíno,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201)
José Luis Hernández,Gabriela Aranda,POINT (-3.9285138 38.9854201),POINT (-69.832275 -38.3695057)
Aurora Vizcaíno,Gabriela Aranda,POINT (-3.9285138 38.9854201),POINT (-69.832275 -38.3695057)
George M. Giaglis,Diomidis Spinellis,POINT (-83.376398 33.9597677),POINT (-83.376398 33.9597677)
Pedro Soto-Acosta,Ángel García-Crespo,POINT (-1.1305431 37.9923795),POINT (-3.76527 40.3281942)
Pedro Soto-Acosta,Gislaine Camila Lapasini Leal,POINT (-1.1305431 37.9923795),POINT (-51.9382078 -23.425269)
Pedro Soto-Acosta,Ana Paula Chaves,POINT (-1.1305431 37.9923795),POINT (-52.37802 -24.046329)
Pedro Soto-Acosta,Elisa Hatsue Moriya Huzita,POINT (-1.1305431 37.9923795),POINT (-51.9382078 -23.425269)
Pedro Soto-Acosta,Marcio Eduardo Delamaro,POINT (-1.1305431 37.9923795),POINT (-47.891154 -22.0180395)
Ángel García-Crespo,Gislaine Camila Lapasini Leal,POINT (-3.76527 40.3281942),POINT (-51.9382078 -23.425269)
Ángel García-Crespo,Ana Paula Chaves,POINT (-3.76527 40.3281942),POINT (-52.37802 -24.046329)
Ángel García-Crespo,Elisa Hatsue Moriya Huzita,POINT (-3.76527 40.3281942),POINT (-51.9382078 -23.425269)
Ángel García-Crespo,Marcio Eduardo Delamaro,POINT (-3.76527 40.3281942),POINT (-47.891154 -22.0180395)
Luis Iribarne,Nicolas Padilla,POINT (-79.39775966248058 43.663461999999996),POINT (-2.4628135 36.8414197)
Luis Iribarne,Javier Criado,POINT (-79.39775966248058 43.663461999999996),POINT (-2.4628135 36.8414197)
Luis Iribarne,Cristina Vicente-Chicote,POINT (-79.39775966248058 43.663461999999996),POINT (-0.9841152 37.6019353)
Nicolas Padilla,Javier Criado,POINT (-2.4628135 36.8414197),POINT (-2.4628135 36.8414197)
Nicolas Padilla,Cristina Vicente-Chicote,POINT (-2.4628135 36.8414197),POINT (-0.9841152 37.6019353)
Javier Criado,Cristina Vicente-Chicote,POINT (-2.4628135 36.8414197),POINT (-0.9841152 37.6019353)
Gislaine Camila Lapasini Leal,Ana Paula Chaves,POINT (-51.9382078 -23.425269),POINT (-52.37802 -24.046329)
Gislaine Camila Lapasini Leal,Elisa Hatsue Moriya Huzita,POINT (-51.9382078 -23.425269),POINT (-51.9382078 -23.425269)
Gislaine Camila Lapasini Leal,Marcio Eduardo Delamaro,POINT (-51.9382078 -23.425269),POINT (-47.891154 -22.0180395)
Ana Paula Chaves,Elisa Hatsue Moriya Huzita,POINT (-52.37802 -24.046329),POINT (-51.9382078 -23.425269)
Ana Paula Chaves,Marcio Eduardo Delamaro,POINT (-52.37802 -24.046329),POINT (-47.891154 -22.0180395)
Elisa Hatsue Moriya Huzita,Marcio Eduardo Delamaro,POINT (-51.9382078 -23.425269),POINT (-47.891154 -22.0180395)
Anuradha Mathrani,David Parsons,POINT (174.7631803 -36.852095),POINT (174.7631803 -36.852095)
Anuradha Mathrani,Sanjay Mathrani,POINT (174.7631803 -36.852095),POINT (174.7631803 -36.852095)
David Parsons,Sanjay Mathrani,POINT (174.7631803 -36.852095),POINT (174.7631803 -36.852095)
Mushtaq Ahmad,Stefan Gruner,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Luiz F. Bittencourt,Flávio K. Miyazawa,POINT (-47.059564 -22.9056391),POINT (-47.059564 -22.9056391)
Luiz F. Bittencourt,André L. Vignatti,POINT (-47.059564 -22.9056391),POINT (-47.059564 -22.9056391)
