FROM,SOURCE_LOCATION,TO,TARGET_LOCATION,WEIGHT,TYPE,PERIOD
Alexandreia,Alexandreia,Assos,Assos,3,ESC,10
Alexandreia,Alexandreia,Anemorion,Anemorion,1,ESC,10
Alexandreia,Alexandreia,Apollo_Smintheion,Apollo_Smintheion,1,ESC,10
Alexandreia,Alexandreia,Tel_Anafa,Tel_Anafa,2,ESC,10
Alexandreia,Alexandreia,Troia/Ilion,Troia/Ilion,1,ESC,10
Alexandreia,Alexandreia,Athens,Athens,1,ESC,10
Alexandreia,Alexandreia,Ephesos,Ephesos,1,ESC,10
Amorion,Amorion,Apollo_Smintheion,Apollo_Smintheion,1,ESC,10
Amorion,Amorion,Assos,Assos,1,ESC,10
Amorion,Amorion,Paphos,Paphos,1,ESC,10
Amorion,Amorion,Troia/Ilion,Troia/Ilion,1,ESC,10
Amygdalea,Amygdalea,Anemorion,Anemorion,1,ESC,10
Amygdalea,Amygdalea,Apollo_Smintheion,Apollo_Smintheion,1,ESC,10
Amygdalea,Amygdalea,Argos,Argos,1,ESC,10
Amygdalea,Amygdalea,Assos,Assos,1,ESC,10
Amygdalea,Amygdalea,Athens,Athens,1,ESC,10
Amygdalea,Amygdalea,Ephesos,Ephesos,1,ESC,10
Amygdalea,Amygdalea,Knossos,Knossos,1,ESC,10
Amygdalea,Amygdalea,Stobi,Stobi,1,ESC,10
Anemorion,Anemorion,Apollo_Smintheion,Apollo_Smintheion,2,ESC,10
Anemorion,Anemorion,Assos,Assos,2,ESC,10
Anemorion,Anemorion,Tel_Anafa,Tel_Anafa,1,ESC,10
Anemorion,Anemorion,Troia/Ilion,Troia/Ilion,1,ESC,10
Anemorion,Anemorion,Argos,Argos,1,ESC,10
Anemorion,Anemorion,Athens,Athens,1,ESC,10
Anemorion,Anemorion,Ephesos,Ephesos,1,ESC,10
Anemorion,Anemorion,Knossos,Knossos,1,ESC,10
Anemorion,Anemorion,Stobi,Stobi,1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Assos,Assos,16,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Paphos,Paphos,3,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Troia/Ilion,Troia/Ilion,7,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Tel_Anafa,Tel_Anafa,1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Argos,Argos,5,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Athens,Athens,3,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Ephesos,Ephesos,4,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Knossos,Knossos,2,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Stobi,Stobi,3,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Gortyn,Gortyn,4,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Kallion,Kallion,1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Kenchreai,Kenchreai,2,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Samos_(Heraion),Samos_(Heraion),1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Sykea,Sykea,1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Veloukovo,Veloukovo,1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Sparta,Sparta,1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Corinth,Corinth,1,ESC,10
Apollo_Smintheion,Apollo_Smintheion,Pergamon,Pergamon,1,ESC,10
Argos,Argos,Assos,Assos,6,ESC,10
Argos,Argos,Athens,Athens,1,ESC,10
Argos,Argos,Ephesos,Ephesos,2,ESC,10
Argos,Argos,Knossos,Knossos,2,ESC,10
Argos,Argos,Stobi,Stobi,3,ESC,10
Argos,Argos,Gortyn,Gortyn,3,ESC,10
Argos,Argos,Kallion,Kallion,1,ESC,10
Argos,Argos,Kenchreai,Kenchreai,1,ESC,10
Argos,Argos,Paphos,Paphos,2,ESC,10
Argos,Argos,Samos_(Heraion),Samos_(Heraion),1,ESC,10
Argos,Argos,Sykea,Sykea,1,ESC,10
Argos,Argos,Troia/Ilion,Troia/Ilion,3,ESC,10
Argos,Argos,Corinth,Corinth,1,ESC,10
Argos,Argos,Pergamon,Pergamon,1,ESC,10
Assos,Assos,Tenos,Tenos,2,ESC,10
Assos,Assos,Troia/Ilion,Troia/Ilion,12,ESC,10
Assos,Assos,Paphos,Paphos,4,ESC,10
Assos,Assos,Tel_Anafa,Tel_Anafa,4,ESC,10
Assos,Assos,Athens,Athens,5,ESC,10
Assos,Assos,Ephesos,Ephesos,7,ESC,10
Assos,Assos,Knossos,Knossos,3,ESC,10
Assos,Assos,Stobi,Stobi,3,ESC,10
Assos,Assos,Gortyn,Gortyn,3,ESC,10
Assos,Assos,Kallion,Kallion,1,ESC,10
Assos,Assos,Kenchreai,Kenchreai,2,ESC,10
Assos,Assos,Samos_(Heraion),Samos_(Heraion),4,ESC,10
Assos,Assos,Sykea,Sykea,1,ESC,10
Assos,Assos,Veloukovo,Veloukovo,1,ESC,10
Assos,Assos,Sparta,Sparta,1,ESC,10
Assos,Assos,Pergamon,Pergamon,3,ESC,10
Assos,Assos,Corinth,Corinth,1,ESC,10
Assos,Assos,Gindaros,Gindaros,1,ESC,10
Assos,Assos,Kastro_Tigani,Kastro_Tigani,1,ESC,10
Assos,Assos,Kourion,Kourion,1,ESC,10
Athens,Athens,Ephesos,Ephesos,2,ESC,10
Athens,Athens,Knossos,Knossos,1,ESC,10
Athens,Athens,Stobi,Stobi,1,ESC,10
Athens,Athens,Veloukovo,Veloukovo,1,ESC,10
Athens,Athens,Sparta,Sparta,1,ESC,10
Athens,Athens,Pergamon,Pergamon,1,ESC,10
Athens,Athens,Tel_Anafa,Tel_Anafa,1,ESC,10
Corinth,Corinth,Gortyn,Gortyn,1,ESC,10
Corinth,Corinth,Stobi,Stobi,1,ESC,10
Ephesos,Ephesos,Knossos,Knossos,2,ESC,10
Ephesos,Ephesos,Stobi,Stobi,1,ESC,10
Ephesos,Ephesos,Gortyn,Gortyn,1,ESC,10
Ephesos,Ephesos,Kallion,Kallion,1,ESC,10
Ephesos,Ephesos,Kenchreai,Kenchreai,2,ESC,10
Ephesos,Ephesos,Paphos,Paphos,1,ESC,10
Ephesos,Ephesos,Samos_(Heraion),Samos_(Heraion),2,ESC,10
Ephesos,Ephesos,Sykea,Sykea,1,ESC,10
Ephesos,Ephesos,Troia/Ilion,Troia/Ilion,1,ESC,10
Ephesos,Ephesos,Tel_Anafa,Tel_Anafa,2,ESC,10
Gortyn,Gortyn,Kallion,Kallion,1,ESC,10
Gortyn,Gortyn,Kenchreai,Kenchreai,1,ESC,10
Gortyn,Gortyn,Knossos,Knossos,1,ESC,10
Gortyn,Gortyn,Paphos,Paphos,1,ESC,10
Gortyn,Gortyn,Samos_(Heraion),Samos_(Heraion),1,ESC,10
Gortyn,Gortyn,Sykea,Sykea,1,ESC,10
Gortyn,Gortyn,Troia/Ilion,Troia/Ilion,2,ESC,10
Gortyn,Gortyn,Stobi,Stobi,1,ESC,10
Gortyn,Gortyn,Pergamon,Pergamon,1,ESC,10
Jerusalem,Jerusalem,Troia/Ilion,Troia/Ilion,1,ESC,10
Kallion,Kallion,Kenchreai,Kenchreai,1,ESC,10
Kallion,Kallion,Knossos,Knossos,1,ESC,10
Kallion,Kallion,Paphos,Paphos,1,ESC,10
Kallion,Kallion,Samos_(Heraion),Samos_(Heraion),1,ESC,10
Kallion,Kallion,Sykea,Sykea,1,ESC,10
Kallion,Kallion,Troia/Ilion,Troia/Ilion,1,ESC,10
Kastro_Tigani,Kastro_Tigani,Knossos,Knossos,1,ESC,10
Kastro_Tigani,Kastro_Tigani,Kourion,Kourion,1,ESC,10
Kastro_Tigani,Kastro_Tigani,Troia/Ilion,Troia/Ilion,1,ESC,10
Kenchreai,Kenchreai,Knossos,Knossos,1,ESC,10
Kenchreai,Kenchreai,Paphos,Paphos,1,ESC,10
Kenchreai,Kenchreai,Samos_(Heraion),Samos_(Heraion),1,ESC,10
Kenchreai,Kenchreai,Sykea,Sykea,1,ESC,10
Kenchreai,Kenchreai,Troia/Ilion,Troia/Ilion,1,ESC,10
Knossos,Knossos,Stobi,Stobi,1,ESC,10
Knossos,Knossos,Paphos,Paphos,1,ESC,10
Knossos,Knossos,Samos_(Heraion),Samos_(Heraion),1,ESC,10
Knossos,Knossos,Sykea,Sykea,1,ESC,10
Knossos,Knossos,Troia/Ilion,Troia/Ilion,2,ESC,10
Knossos,Knossos,Kourion,Kourion,1,ESC,10
Kourion,Kourion,Troia/Ilion,Troia/Ilion,1,ESC,10
Paphos,Paphos,Troia/Ilion,Troia/Ilion,3,ESC,10
Paphos,Paphos,Samos_(Heraion),Samos_(Heraion),2,ESC,10
Paphos,Paphos,Sykea,Sykea,1,ESC,10
Paphos,Paphos,Stobi,Stobi,1,ESC,10
Paphos,Paphos,Pergamon,Pergamon,1,ESC,10
Pergamon,Pergamon,Samos_(Heraion),Samos_(Heraion),1,ESC,10
Pergamon,Pergamon,Troia/Ilion,Troia/Ilion,1,ESC,10
Samos_(Heraion),Samos_(Heraion),Sykea,Sykea,1,ESC,10
Samos_(Heraion),Samos_(Heraion),Troia/Ilion,Troia/Ilion,2,ESC,10
Stobi,Stobi,Troia/Ilion,Troia/Ilion,1,ESC,10
Sykea,Sykea,Troia/Ilion,Troia/Ilion,1,ESC,10
Tel_Anafa,Tel_Anafa,Troia/Ilion,Troia/Ilion,1,ESC,10
Alexandreia,Alexandreia,Anemorion,Anemorion,1,ESC,11
Alexandreia,Alexandreia,Apollo_Smintheion,Apollo_Smintheion,1,ESC,11
Alexandreia,Alexandreia,Assos,Assos,1,ESC,11
Alexandreia,Alexandreia,Tel_Anafa,Tel_Anafa,1,ESC,11
Alexandreia,Alexandreia,Troia/Ilion,Troia/Ilion,1,ESC,11
Amorion,Amorion,Apollo_Smintheion,Apollo_Smintheion,1,ESC,11
Amorion,Amorion,Assos,Assos,1,ESC,11
Amorion,Amorion,Paphos,Paphos,1,ESC,11
Amorion,Amorion,Troia/Ilion,Troia/Ilion,1,ESC,11
Amygdalea,Amygdalea,Anemorion,Anemorion,1,ESC,11
Amygdalea,Amygdalea,Apollo_Smintheion,Apollo_Smintheion,1,ESC,11
Amygdalea,Amygdalea,Argos,Argos,1,ESC,11
Amygdalea,Amygdalea,Assos,Assos,1,ESC,11
Amygdalea,Amygdalea,Athens,Athens,1,ESC,11
Amygdalea,Amygdalea,Ephesos,Ephesos,1,ESC,11
Amygdalea,Amygdalea,Knossos,Knossos,1,ESC,11
Amygdalea,Amygdalea,Stobi,Stobi,1,ESC,11
Anemorion,Anemorion,Apollo_Smintheion,Apollo_Smintheion,2,ESC,11
Anemorion,Anemorion,Assos,Assos,2,ESC,11
Anemorion,Anemorion,Tel_Anafa,Tel_Anafa,1,ESC,11
Anemorion,Anemorion,Troia/Ilion,Troia/Ilion,1,ESC,11
Anemorion,Anemorion,Argos,Argos,1,ESC,11
Anemorion,Anemorion,Athens,Athens,1,ESC,11
Anemorion,Anemorion,Ephesos,Ephesos,1,ESC,11
Anemorion,Anemorion,Knossos,Knossos,1,ESC,11
Anemorion,Anemorion,Stobi,Stobi,1,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Assos,Assos,17,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Paphos,Paphos,3,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Troia/Ilion,Troia/Ilion,8,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Tel_Anafa,Tel_Anafa,1,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Argos,Argos,5,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Athens,Athens,2,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Ephesos,Ephesos,4,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Knossos,Knossos,3,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Stobi,Stobi,3,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Gortyn,Gortyn,4,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Kallion,Kallion,1,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Kenchreai,Kenchreai,2,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Samos_(Heraion),Samos_(Heraion),1,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Sykea,Sykea,1,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Sparta,Sparta,1,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Corinth,Corinth,1,ESC,11
Apollo_Smintheion,Apollo_Smintheion,Pergamon,Pergamon,1,ESC,11
Argos,Argos,Assos,Assos,8,ESC,11
Argos,Argos,Athens,Athens,1,ESC,11
Argos,Argos,Ephesos,Ephesos,4,ESC,11
Argos,Argos,Knossos,Knossos,4,ESC,11
Argos,Argos,Stobi,Stobi,3,ESC,11
Argos,Argos,Gortyn,Gortyn,3,ESC,11
Argos,Argos,Kallion,Kallion,1,ESC,11
Argos,Argos,Kenchreai,Kenchreai,1,ESC,11
Argos,Argos,Paphos,Paphos,3,ESC,11
Argos,Argos,Samos_(Heraion),Samos_(Heraion),3,ESC,11
Argos,Argos,Sykea,Sykea,1,ESC,11
Argos,Argos,Troia/Ilion,Troia/Ilion,5,ESC,11
Argos,Argos,Corinth,Corinth,3,ESC,11
Argos,Argos,Eretria,Eretria,2,ESC,11
Argos,Argos,Kydonia,Kydonia,1,ESC,11
Argos,Argos,Pergamon,Pergamon,1,ESC,11
Assos,Assos,Tenos,Tenos,2,ESC,11
Assos,Assos,Troia/Ilion,Troia/Ilion,15,ESC,11
Assos,Assos,Paphos,Paphos,4,ESC,11
Assos,Assos,Tel_Anafa,Tel_Anafa,2,ESC,11
Assos,Assos,Athens,Athens,3,ESC,11
Assos,Assos,Ephesos,Ephesos,7,ESC,11
Assos,Assos,Knossos,Knossos,6,ESC,11
Assos,Assos,Stobi,Stobi,3,ESC,11
Assos,Assos,Gortyn,Gortyn,3,ESC,11
Assos,Assos,Kallion,Kallion,1,ESC,11
Assos,Assos,Kenchreai,Kenchreai,2,ESC,11
Assos,Assos,Samos_(Heraion),Samos_(Heraion),4,ESC,11
Assos,Assos,Sykea,Sykea,1,ESC,11
Assos,Assos,Corinth,Corinth,3,ESC,11
Assos,Assos,Eretria,Eretria,2,ESC,11
Assos,Assos,Kydonia,Kydonia,1,ESC,11
Assos,Assos,Sparta,Sparta,1,ESC,11
Assos,Assos,Pergamon,Pergamon,3,ESC,11
Assos,Assos,Gindaros,Gindaros,1,ESC,11
Assos,Assos,Kastro_Tigani,Kastro_Tigani,1,ESC,11
Assos,Assos,Kourion,Kourion,1,ESC,11
Athens,Athens,Ephesos,Ephesos,1,ESC,11
Athens,Athens,Knossos,Knossos,1,ESC,11
Athens,Athens,Stobi,Stobi,1,ESC,11
Athens,Athens,Sparta,Sparta,1,ESC,11
Athens,Athens,Pergamon,Pergamon,1,ESC,11
Corinth,Corinth,Troia/Ilion,Troia/Ilion,3,ESC,11
Corinth,Corinth,Ephesos,Ephesos,2,ESC,11
Corinth,Corinth,Eretria,Eretria,2,ESC,11
Corinth,Corinth,Knossos,Knossos,2,ESC,11
Corinth,Corinth,Kydonia,Kydonia,1,ESC,11
Corinth,Corinth,Paphos,Paphos,1,ESC,11
Corinth,Corinth,Samos_(Heraion),Samos_(Heraion),2,ESC,11
Corinth,Corinth,Gortyn,Gortyn,1,ESC,11
Corinth,Corinth,Stobi,Stobi,1,ESC,11
Ephesos,Ephesos,Knossos,Knossos,4,ESC,11
Ephesos,Ephesos,Stobi,Stobi,1,ESC,11
Ephesos,Ephesos,Gortyn,Gortyn,1,ESC,11
Ephesos,Ephesos,Kallion,Kallion,1,ESC,11
Ephesos,Ephesos,Kenchreai,Kenchreai,2,ESC,11
Ephesos,Ephesos,Paphos,Paphos,2,ESC,11
Ephesos,Ephesos,Samos_(Heraion),Samos_(Heraion),4,ESC,11
Ephesos,Ephesos,Sykea,Sykea,1,ESC,11
Ephesos,Ephesos,Troia/Ilion,Troia/Ilion,3,ESC,11
Ephesos,Ephesos,Eretria,Eretria,2,ESC,11
Ephesos,Ephesos,Kydonia,Kydonia,1,ESC,11
Eretria,Eretria,Knossos,Knossos,2,ESC,11
Eretria,Eretria,Kydonia,Kydonia,1,ESC,11
Eretria,Eretria,Paphos,Paphos,1,ESC,11
Eretria,Eretria,Samos_(Heraion),Samos_(Heraion),2,ESC,11
Eretria,Eretria,Troia/Ilion,Troia/Ilion,2,ESC,11
Gortyn,Gortyn,Kallion,Kallion,1,ESC,11
Gortyn,Gortyn,Kenchreai,Kenchreai,1,ESC,11
Gortyn,Gortyn,Knossos,Knossos,1,ESC,11
Gortyn,Gortyn,Paphos,Paphos,1,ESC,11
Gortyn,Gortyn,Samos_(Heraion),Samos_(Heraion),1,ESC,11
Gortyn,Gortyn,Sykea,Sykea,1,ESC,11
Gortyn,Gortyn,Troia/Ilion,Troia/Ilion,2,ESC,11
Gortyn,Gortyn,Stobi,Stobi,1,ESC,11
Gortyn,Gortyn,Pergamon,Pergamon,1,ESC,11
Jerusalem,Jerusalem,Troia/Ilion,Troia/Ilion,1,ESC,11
Kallion,Kallion,Kenchreai,Kenchreai,1,ESC,11
Kallion,Kallion,Knossos,Knossos,1,ESC,11
Kallion,Kallion,Paphos,Paphos,1,ESC,11
Kallion,Kallion,Samos_(Heraion),Samos_(Heraion),1,ESC,11
Kallion,Kallion,Sykea,Sykea,1,ESC,11
Kallion,Kallion,Troia/Ilion,Troia/Ilion,1,ESC,11
Kastro_Tigani,Kastro_Tigani,Knossos,Knossos,1,ESC,11
Kastro_Tigani,Kastro_Tigani,Kourion,Kourion,1,ESC,11
Kastro_Tigani,Kastro_Tigani,Troia/Ilion,Troia/Ilion,1,ESC,11
Kenchreai,Kenchreai,Knossos,Knossos,1,ESC,11
Kenchreai,Kenchreai,Paphos,Paphos,1,ESC,11
Kenchreai,Kenchreai,Samos_(Heraion),Samos_(Heraion),1,ESC,11
Kenchreai,Kenchreai,Sykea,Sykea,1,ESC,11
Kenchreai,Kenchreai,Troia/Ilion,Troia/Ilion,1,ESC,11
Knossos,Knossos,Stobi,Stobi,1,ESC,11
Knossos,Knossos,Paphos,Paphos,2,ESC,11
Knossos,Knossos,Samos_(Heraion),Samos_(Heraion),3,ESC,11
Knossos,Knossos,Sykea,Sykea,1,ESC,11
Knossos,Knossos,Troia/Ilion,Troia/Ilion,5,ESC,11
Knossos,Knossos,Kydonia,Kydonia,1,ESC,11
Knossos,Knossos,Kourion,Kourion,1,ESC,11
Kourion,Kourion,Troia/Ilion,Troia/Ilion,1,ESC,11
Kydonia,Kydonia,Paphos,Paphos,1,ESC,11
Kydonia,Kydonia,Samos_(Heraion),Samos_(Heraion),1,ESC,11
Kydonia,Kydonia,Troia/Ilion,Troia/Ilion,1,ESC,11
Paphos,Paphos,Troia/Ilion,Troia/Ilion,4,ESC,11
Paphos,Paphos,Samos_(Heraion),Samos_(Heraion),3,ESC,11
Paphos,Paphos,Sykea,Sykea,1,ESC,11
Paphos,Paphos,Stobi,Stobi,1,ESC,11
Paphos,Paphos,Pergamon,Pergamon,1,ESC,11
Pergamon,Pergamon,Samos_(Heraion),Samos_(Heraion),1,ESC,11
Pergamon,Pergamon,Troia/Ilion,Troia/Ilion,1,ESC,11
Samos_(Heraion),Samos_(Heraion),Sykea,Sykea,1,ESC,11
Samos_(Heraion),Samos_(Heraion),Troia/Ilion,Troia/Ilion,4,ESC,11
Stobi,Stobi,Troia/Ilion,Troia/Ilion,1,ESC,11
Sykea,Sykea,Troia/Ilion,Troia/Ilion,1,ESC,11
Tel_Anafa,Tel_Anafa,Troia/Ilion,Troia/Ilion,1,ESC,11
Tanagra,Tanagra,Thasos,Thasos,1,ESC,11
Alexandreia,Alexandreia,Anemorion,Anemorion,1,ESC,12
Alexandreia,Alexandreia,Apollo_Smintheion,Apollo_Smintheion,1,ESC,12
Alexandreia,Alexandreia,Assos,Assos,1,ESC,12
Alexandreia,Alexandreia,Tel_Anafa,Tel_Anafa,1,ESC,12
Alexandreia,Alexandreia,Troia/Ilion,Troia/Ilion,1,ESC,12
Amygdalea,Amygdalea,Anemorion,Anemorion,1,ESC,12
Amygdalea,Amygdalea,Apollo_Smintheion,Apollo_Smintheion,1,ESC,12
Amygdalea,Amygdalea,Argos,Argos,1,ESC,12
Amygdalea,Amygdalea,Assos,Assos,1,ESC,12
Amygdalea,Amygdalea,Athens,Athens,1,ESC,12
Amygdalea,Amygdalea,Ephesos,Ephesos,1,ESC,12
Amygdalea,Amygdalea,Knossos,Knossos,1,ESC,12
Amygdalea,Amygdalea,Stobi,Stobi,1,ESC,12
Anemorion,Anemorion,Apollo_Smintheion,Apollo_Smintheion,2,ESC,12
Anemorion,Anemorion,Assos,Assos,2,ESC,12
Anemorion,Anemorion,Tel_Anafa,Tel_Anafa,1,ESC,12
Anemorion,Anemorion,Troia/Ilion,Troia/Ilion,1,ESC,12
Anemorion,Anemorion,Argos,Argos,1,ESC,12
Anemorion,Anemorion,Athens,Athens,1,ESC,12
Anemorion,Anemorion,Ephesos,Ephesos,1,ESC,12
Anemorion,Anemorion,Knossos,Knossos,1,ESC,12
Anemorion,Anemorion,Stobi,Stobi,1,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Assos,Assos,17,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Tel_Anafa,Tel_Anafa,1,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Troia/Ilion,Troia/Ilion,8,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Argos,Argos,5,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Athens,Athens,2,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Ephesos,Ephesos,5,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Knossos,Knossos,3,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Stobi,Stobi,3,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Gortyn,Gortyn,4,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Kallion,Kallion,1,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Kenchreai,Kenchreai,2,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Paphos,Paphos,2,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Samos_(Heraion),Samos_(Heraion),1,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Sykea,Sykea,1,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Sparta,Sparta,1,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Corinth,Corinth,1,ESC,12
Apollo_Smintheion,Apollo_Smintheion,Pergamon,Pergamon,2,ESC,12
Argos,Argos,Assos,Assos,7,ESC,12
Argos,Argos,Athens,Athens,2,ESC,12
Argos,Argos,Ephesos,Ephesos,4,ESC,12
Argos,Argos,Knossos,Knossos,4,ESC,12
Argos,Argos,Stobi,Stobi,3,ESC,12
Argos,Argos,Gortyn,Gortyn,3,ESC,12
Argos,Argos,Kallion,Kallion,1,ESC,12
Argos,Argos,Kenchreai,Kenchreai,2,ESC,12
Argos,Argos,Paphos,Paphos,3,ESC,12
Argos,Argos,Samos_(Heraion),Samos_(Heraion),3,ESC,12
Argos,Argos,Sykea,Sykea,1,ESC,12
Argos,Argos,Troia/Ilion,Troia/Ilion,5,ESC,12
Argos,Argos,Corinth,Corinth,2,ESC,12
Argos,Argos,Eretria,Eretria,1,ESC,12
Argos,Argos,Perge,Perge,1,ESC,12
Argos,Argos,MS116,MS116,1,ESC,12
Argos,Argos,Pergamon,Pergamon,1,ESC,12
Assos,Assos,Tenos,Tenos,2,ESC,12
Assos,Assos,Troia/Ilion,Troia/Ilion,15,ESC,12
Assos,Assos,Tel_Anafa,Tel_Anafa,2,ESC,12
Assos,Assos,Athens,Athens,4,ESC,12
Assos,Assos,Ephesos,Ephesos,8,ESC,12
Assos,Assos,Knossos,Knossos,6,ESC,12
Assos,Assos,Stobi,Stobi,3,ESC,12
Assos,Assos,Gortyn,Gortyn,3,ESC,12
Assos,Assos,Kallion,Kallion,1,ESC,12
Assos,Assos,Kenchreai,Kenchreai,3,ESC,12
Assos,Assos,Paphos,Paphos,3,ESC,12
Assos,Assos,Samos_(Heraion),Samos_(Heraion),4,ESC,12
Assos,Assos,Sykea,Sykea,1,ESC,12
Assos,Assos,Corinth,Corinth,2,ESC,12
Assos,Assos,Eretria,Eretria,1,ESC,12
Assos,Assos,Sparta,Sparta,1,ESC,12
Assos,Assos,Pergamon,Pergamon,4,ESC,12
Assos,Assos,MS116,MS116,1,ESC,12
Assos,Assos,Gindaros,Gindaros,1,ESC,12
Assos,Assos,Kastro_Tigani,Kastro_Tigani,1,ESC,12
Assos,Assos,Kourion,Kourion,1,ESC,12
Athens,Athens,Ephesos,Ephesos,3,ESC,12
Athens,Athens,Knossos,Knossos,2,ESC,12
Athens,Athens,Stobi,Stobi,1,ESC,12
Athens,Athens,Sparta,Sparta,1,ESC,12
Athens,Athens,Pergamon,Pergamon,1,ESC,12
Athens,Athens,Kenchreai,Kenchreai,2,ESC,12
Athens,Athens,MS116,MS116,1,ESC,12
Athens,Athens,Paphos,Paphos,2,ESC,12
Athens,Athens,Samos_(Heraion),Samos_(Heraion),1,ESC,12
Athens,Athens,Troia/Ilion,Troia/Ilion,1,ESC,12
Athens,Athens,Eretria,Eretria,1,ESC,12
Athens,Athens,Gortyn,Gortyn,1,ESC,12
Corinth,Corinth,Troia/Ilion,Troia/Ilion,2,ESC,12
Corinth,Corinth,Ephesos,Ephesos,1,ESC,12
Corinth,Corinth,Eretria,Eretria,1,ESC,12
Corinth,Corinth,Knossos,Knossos,1,ESC,12
Corinth,Corinth,Samos_(Heraion),Samos_(Heraion),1,ESC,12
Corinth,Corinth,Gortyn,Gortyn,1,ESC,12
Corinth,Corinth,Stobi,Stobi,1,ESC,12
Ephesos,Ephesos,Knossos,Knossos,4,ESC,12
Ephesos,Ephesos,Stobi,Stobi,1,ESC,12
Ephesos,Ephesos,Gortyn,Gortyn,2,ESC,12
Ephesos,Ephesos,Kallion,Kallion,1,ESC,12
Ephesos,Ephesos,Kenchreai,Kenchreai,4,ESC,12
Ephesos,Ephesos,Paphos,Paphos,3,ESC,12
Ephesos,Ephesos,Samos_(Heraion),Samos_(Heraion),4,ESC,12
Ephesos,Ephesos,Sykea,Sykea,1,ESC,12
Ephesos,Ephesos,Troia/Ilion,Troia/Ilion,4,ESC,12
Ephesos,Ephesos,Eretria,Eretria,2,ESC,12
Ephesos,Ephesos,MS116,MS116,1,ESC,12
Ephesos,Ephesos,Pergamon,Pergamon,1,ESC,12
Eretria,Eretria,Knossos,Knossos,1,ESC,12
Eretria,Eretria,Samos_(Heraion),Samos_(Heraion),1,ESC,12
Eretria,Eretria,Troia/Ilion,Troia/Ilion,1,ESC,12
Eretria,Eretria,Gortyn,Gortyn,1,ESC,12
Eretria,Eretria,Kenchreai,Kenchreai,1,ESC,12
Eretria,Eretria,Paphos,Paphos,1,ESC,12
Gortyn,Gortyn,Kallion,Kallion,1,ESC,12
Gortyn,Gortyn,Kenchreai,Kenchreai,2,ESC,12
Gortyn,Gortyn,Knossos,Knossos,1,ESC,12
Gortyn,Gortyn,Paphos,Paphos,2,ESC,12
Gortyn,Gortyn,Samos_(Heraion),Samos_(Heraion),1,ESC,12
Gortyn,Gortyn,Sykea,Sykea,1,ESC,12
Gortyn,Gortyn,Troia/Ilion,Troia/Ilion,2,ESC,12
Gortyn,Gortyn,Stobi,Stobi,1,ESC,12
Gortyn,Gortyn,Pergamon,Pergamon,1,ESC,12
Jerusalem,Jerusalem,Troia/Ilion,Troia/Ilion,1,ESC,12
Kallion,Kallion,Kenchreai,Kenchreai,1,ESC,12
