source_location,target_location
POINT (19.134422 52.215933),POINT (10.3333283 55.670249)
POINT (19.134422 52.215933),POINT (21.7168387 41.6171214)
POINT (19.134422 52.215933),POINT (25.9209164 63.2467777)
POINT (19.134422 52.215933),POINT (1.8883335 46.603354)
POINT (19.134422 52.215933),POINT (10.4478313 51.1638175)
POINT (19.134422 52.215933),POINT (21.9877132 38.9953683)
POINT (19.134422 52.215933),POINT (19.5060937 47.1817585)
POINT (19.134422 52.215933),POINT (-7.9794599 52.865196)
POINT (19.134422 52.215933),POINT (12.674297 42.6384261)
POINT (19.134422 52.215933),POINT (139.2394179 36.5748441)
POINT (19.134422 52.215933),POINT (36.941628 31.1667049)
POINT (19.134422 52.215933),POINT (6.129799 49.6112768)
POINT (19.134422 52.215933),POINT (29.2675469 26.2540493)
POINT (-8.1353519 39.6621648),POINT (24.6859225 45.9852129)
POINT (-8.1353519 39.6621648),POINT (97.7453061 64.6863136)
POINT (-8.1353519 39.6621648),POINT (42.3528328 25.6242618)
POINT (-8.1353519 39.6621648),POINT (19.4528646 48.7411522)
POINT (-8.1353519 39.6621648),POINT (14.8153333 46.1199444)
POINT (-8.1353519 39.6621648),POINT (-4.8379791 39.3260685)
POINT (-8.1353519 39.6621648),POINT (14.5208584 59.6749712)
POINT (-8.1353519 39.6621648),POINT (-85.0373975 38.8249258)
POINT (-8.1353519 39.6621648),POINT (34.9249653 38.9597594)
POINT (-8.1353519 39.6621648),POINT (31.2718321 49.4871968)
POINT (-8.1353519 39.6621648),POINT (-3.2765753 54.7023545)
POINT (-8.1353519 39.6621648),POINT (-100.445882 39.7837304)
POINT (-8.1353519 39.6621648),POINT (7.7718997 48.5949208)
POINT (-8.1353519 39.6621648),POINT (72.86236706934388 19.064347750000003)
POINT (-8.1353519 39.6621648),POINT (6.159549503621487 49.6323517)
POINT (-8.1353519 39.6621648),POINT (39.2925702 -6.8121919)
POINT (-8.1353519 39.6621648),POINT (-74.81680214508614 11.0026576)
POINT (-8.1353519 39.6621648),POINT (7.764579287532104 48.5362087)
POINT (-8.1353519 39.6621648),POINT (80.24437259453944 12.9838992)
POINT (-8.1353519 39.6621648),POINT (8.7876653 61.1529386)
POINT (-8.1353519 39.6621648),POINT (5.6343227 52.2434979)
POINT (-8.1353519 39.6621648),POINT (-87.4529316 40.9463651)
POINT (-8.1353519 39.6621648),POINT (102.2656823 4.5693754)
POINT (-8.1353519 39.6621648),POINT (102.6224222 17.9744411)
POINT (-8.1353519 39.6621648),POINT (19.9999619 41.000028)
POINT (-8.1353519 39.6621648),POINT (14.12456 47.59397)
POINT (-8.1353519 39.6621648),POINT (4.6667145 50.6402809)
POINT (-8.1353519 39.6621648),POINT (17.5961467 44.3053476)
POINT (-8.1353519 39.6621648),POINT (25.4856617 42.6073975)
POINT (-8.1353519 39.6621648),POINT (-107.991707 61.0666922)
POINT (-8.1353519 39.6621648),POINT (104.999927 35.000074)
POINT (-8.1353519 39.6621648),POINT (15.6575209 45.3658443)
POINT (-8.1353519 39.6621648),POINT (15.3381061 49.7439047)
POINT (-8.1353519 39.6621648),POINT (10.3333283 55.670249)
POINT (-8.1353519 39.6621648),POINT (21.7168387 41.6171214)
POINT (-8.1353519 39.6621648),POINT (25.9209164 63.2467777)
POINT (-8.1353519 39.6621648),POINT (1.8883335 46.603354)
POINT (-8.1353519 39.6621648),POINT (10.4478313 51.1638175)
POINT (-8.1353519 39.6621648),POINT (21.9877132 38.9953683)
POINT (-8.1353519 39.6621648),POINT (19.5060937 47.1817585)
POINT (-8.1353519 39.6621648),POINT (-7.9794599 52.865196)
POINT (-8.1353519 39.6621648),POINT (12.674297 42.6384261)
POINT (-8.1353519 39.6621648),POINT (139.2394179 36.5748441)
POINT (-8.1353519 39.6621648),POINT (36.941628 31.1667049)
POINT (-8.1353519 39.6621648),POINT (6.129799 49.6112768)
POINT (-8.1353519 39.6621648),POINT (29.2675469 26.2540493)
POINT (24.6859225 45.9852129),POINT (97.7453061 64.6863136)
POINT (24.6859225 45.9852129),POINT (42.3528328 25.6242618)
POINT (24.6859225 45.9852129),POINT (19.4528646 48.7411522)
POINT (24.6859225 45.9852129),POINT (14.8153333 46.1199444)
POINT (24.6859225 45.9852129),POINT (-4.8379791 39.3260685)
POINT (24.6859225 45.9852129),POINT (14.5208584 59.6749712)
POINT (24.6859225 45.9852129),POINT (-85.0373975 38.8249258)
POINT (24.6859225 45.9852129),POINT (34.9249653 38.9597594)
POINT (24.6859225 45.9852129),POINT (31.2718321 49.4871968)
POINT (24.6859225 45.9852129),POINT (-3.2765753 54.7023545)
POINT (24.6859225 45.9852129),POINT (-100.445882 39.7837304)
POINT (24.6859225 45.9852129),POINT (7.7718997 48.5949208)
POINT (24.6859225 45.9852129),POINT (72.86236706934388 19.064347750000003)
POINT (24.6859225 45.9852129),POINT (6.159549503621487 49.6323517)
POINT (24.6859225 45.9852129),POINT (39.2925702 -6.8121919)
POINT (24.6859225 45.9852129),POINT (-74.81680214508614 11.0026576)
POINT (24.6859225 45.9852129),POINT (7.764579287532104 48.5362087)
POINT (24.6859225 45.9852129),POINT (80.24437259453944 12.9838992)
POINT (24.6859225 45.9852129),POINT (8.7876653 61.1529386)
POINT (24.6859225 45.9852129),POINT (5.6343227 52.2434979)
POINT (24.6859225 45.9852129),POINT (-87.4529316 40.9463651)
POINT (24.6859225 45.9852129),POINT (102.2656823 4.5693754)
POINT (24.6859225 45.9852129),POINT (102.6224222 17.9744411)
POINT (24.6859225 45.9852129),POINT (19.9999619 41.000028)
POINT (24.6859225 45.9852129),POINT (14.12456 47.59397)
POINT (24.6859225 45.9852129),POINT (4.6667145 50.6402809)
POINT (24.6859225 45.9852129),POINT (17.5961467 44.3053476)
POINT (24.6859225 45.9852129),POINT (25.4856617 42.6073975)
POINT (24.6859225 45.9852129),POINT (-107.991707 61.0666922)
POINT (24.6859225 45.9852129),POINT (104.999927 35.000074)
POINT (24.6859225 45.9852129),POINT (15.6575209 45.3658443)
POINT (24.6859225 45.9852129),POINT (15.3381061 49.7439047)
POINT (24.6859225 45.9852129),POINT (10.3333283 55.670249)
POINT (24.6859225 45.9852129),POINT (21.7168387 41.6171214)
POINT (24.6859225 45.9852129),POINT (25.9209164 63.2467777)
POINT (24.6859225 45.9852129),POINT (1.8883335 46.603354)
POINT (24.6859225 45.9852129),POINT (10.4478313 51.1638175)
POINT (24.6859225 45.9852129),POINT (21.9877132 38.9953683)
POINT (24.6859225 45.9852129),POINT (19.5060937 47.1817585)
POINT (24.6859225 45.9852129),POINT (-7.9794599 52.865196)
POINT (24.6859225 45.9852129),POINT (12.674297 42.6384261)
POINT (24.6859225 45.9852129),POINT (139.2394179 36.5748441)
POINT (24.6859225 45.9852129),POINT (36.941628 31.1667049)
POINT (24.6859225 45.9852129),POINT (6.129799 49.6112768)
POINT (24.6859225 45.9852129),POINT (29.2675469 26.2540493)
POINT (97.7453061 64.6863136),POINT (42.3528328 25.6242618)
POINT (97.7453061 64.6863136),POINT (19.4528646 48.7411522)
POINT (97.7453061 64.6863136),POINT (14.8153333 46.1199444)
POINT (97.7453061 64.6863136),POINT (-4.8379791 39.3260685)
POINT (97.7453061 64.6863136),POINT (14.5208584 59.6749712)
POINT (97.7453061 64.6863136),POINT (-85.0373975 38.8249258)
POINT (97.7453061 64.6863136),POINT (34.9249653 38.9597594)
POINT (97.7453061 64.6863136),POINT (31.2718321 49.4871968)
POINT (97.7453061 64.6863136),POINT (-3.2765753 54.7023545)
POINT (97.7453061 64.6863136),POINT (-100.445882 39.7837304)
POINT (97.7453061 64.6863136),POINT (7.7718997 48.5949208)
POINT (97.7453061 64.6863136),POINT (72.86236706934388 19.064347750000003)
POINT (97.7453061 64.6863136),POINT (6.159549503621487 49.6323517)
POINT (97.7453061 64.6863136),POINT (39.2925702 -6.8121919)
POINT (97.7453061 64.6863136),POINT (-74.81680214508614 11.0026576)
POINT (97.7453061 64.6863136),POINT (7.764579287532104 48.5362087)
POINT (97.7453061 64.6863136),POINT (80.24437259453944 12.9838992)
POINT (97.7453061 64.6863136),POINT (8.7876653 61.1529386)
POINT (97.7453061 64.6863136),POINT (5.6343227 52.2434979)
POINT (97.7453061 64.6863136),POINT (-87.4529316 40.9463651)
POINT (97.7453061 64.6863136),POINT (102.2656823 4.5693754)
POINT (97.7453061 64.6863136),POINT (102.6224222 17.9744411)
POINT (97.7453061 64.6863136),POINT (19.9999619 41.000028)
POINT (97.7453061 64.6863136),POINT (14.12456 47.59397)
POINT (97.7453061 64.6863136),POINT (4.6667145 50.6402809)
POINT (97.7453061 64.6863136),POINT (17.5961467 44.3053476)
POINT (97.7453061 64.6863136),POINT (25.4856617 42.6073975)
POINT (97.7453061 64.6863136),POINT (-107.991707 61.0666922)
POINT (97.7453061 64.6863136),POINT (104.999927 35.000074)
POINT (97.7453061 64.6863136),POINT (15.6575209 45.3658443)
POINT (97.7453061 64.6863136),POINT (15.3381061 49.7439047)
POINT (97.7453061 64.6863136),POINT (10.3333283 55.670249)
POINT (97.7453061 64.6863136),POINT (21.7168387 41.6171214)
POINT (97.7453061 64.6863136),POINT (25.9209164 63.2467777)
POINT (97.7453061 64.6863136),POINT (1.8883335 46.603354)
POINT (97.7453061 64.6863136),POINT (10.4478313 51.1638175)
POINT (97.7453061 64.6863136),POINT (21.9877132 38.9953683)
POINT (97.7453061 64.6863136),POINT (19.5060937 47.1817585)
POINT (97.7453061 64.6863136),POINT (-7.9794599 52.865196)
POINT (97.7453061 64.6863136),POINT (12.674297 42.6384261)
POINT (97.7453061 64.6863136),POINT (139.2394179 36.5748441)
POINT (97.7453061 64.6863136),POINT (36.941628 31.1667049)
POINT (97.7453061 64.6863136),POINT (6.129799 49.6112768)
POINT (97.7453061 64.6863136),POINT (29.2675469 26.2540493)
POINT (42.3528328 25.6242618),POINT (19.4528646 48.7411522)
POINT (42.3528328 25.6242618),POINT (14.8153333 46.1199444)
POINT (42.3528328 25.6242618),POINT (-4.8379791 39.3260685)
POINT (42.3528328 25.6242618),POINT (14.5208584 59.6749712)
POINT (42.3528328 25.6242618),POINT (-85.0373975 38.8249258)
POINT (42.3528328 25.6242618),POINT (34.9249653 38.9597594)
POINT (42.3528328 25.6242618),POINT (31.2718321 49.4871968)
POINT (42.3528328 25.6242618),POINT (-3.2765753 54.7023545)
POINT (42.3528328 25.6242618),POINT (-100.445882 39.7837304)
POINT (42.3528328 25.6242618),POINT (7.7718997 48.5949208)
POINT (42.3528328 25.6242618),POINT (72.86236706934388 19.064347750000003)
POINT (42.3528328 25.6242618),POINT (6.159549503621487 49.6323517)
POINT (42.3528328 25.6242618),POINT (39.2925702 -6.8121919)
POINT (42.3528328 25.6242618),POINT (-74.81680214508614 11.0026576)
POINT (42.3528328 25.6242618),POINT (7.764579287532104 48.5362087)
POINT (42.3528328 25.6242618),POINT (80.24437259453944 12.9838992)
POINT (42.3528328 25.6242618),POINT (8.7876653 61.1529386)
POINT (42.3528328 25.6242618),POINT (5.6343227 52.2434979)
POINT (42.3528328 25.6242618),POINT (-87.4529316 40.9463651)
POINT (42.3528328 25.6242618),POINT (102.2656823 4.5693754)
POINT (42.3528328 25.6242618),POINT (102.6224222 17.9744411)
POINT (42.3528328 25.6242618),POINT (19.9999619 41.000028)
POINT (42.3528328 25.6242618),POINT (14.12456 47.59397)
POINT (42.3528328 25.6242618),POINT (4.6667145 50.6402809)
POINT (42.3528328 25.6242618),POINT (17.5961467 44.3053476)
POINT (42.3528328 25.6242618),POINT (25.4856617 42.6073975)
POINT (42.3528328 25.6242618),POINT (-107.991707 61.0666922)
POINT (42.3528328 25.6242618),POINT (104.999927 35.000074)
POINT (42.3528328 25.6242618),POINT (15.6575209 45.3658443)
POINT (42.3528328 25.6242618),POINT (15.3381061 49.7439047)
POINT (42.3528328 25.6242618),POINT (10.3333283 55.670249)
POINT (42.3528328 25.6242618),POINT (21.7168387 41.6171214)
POINT (42.3528328 25.6242618),POINT (25.9209164 63.2467777)
POINT (42.3528328 25.6242618),POINT (1.8883335 46.603354)
POINT (42.3528328 25.6242618),POINT (10.4478313 51.1638175)
POINT (42.3528328 25.6242618),POINT (21.9877132 38.9953683)
POINT (42.3528328 25.6242618),POINT (19.5060937 47.1817585)
POINT (42.3528328 25.6242618),POINT (-7.9794599 52.865196)
POINT (42.3528328 25.6242618),POINT (12.674297 42.6384261)
POINT (42.3528328 25.6242618),POINT (139.2394179 36.5748441)
POINT (42.3528328 25.6242618),POINT (36.941628 31.1667049)
POINT (42.3528328 25.6242618),POINT (6.129799 49.6112768)
POINT (42.3528328 25.6242618),POINT (29.2675469 26.2540493)
POINT (19.4528646 48.7411522),POINT (14.8153333 46.1199444)
POINT (19.4528646 48.7411522),POINT (-4.8379791 39.3260685)
POINT (19.4528646 48.7411522),POINT (14.5208584 59.6749712)
POINT (19.4528646 48.7411522),POINT (-85.0373975 38.8249258)
POINT (19.4528646 48.7411522),POINT (34.9249653 38.9597594)
POINT (19.4528646 48.7411522),POINT (31.2718321 49.4871968)
POINT (19.4528646 48.7411522),POINT (-3.2765753 54.7023545)
POINT (19.4528646 48.7411522),POINT (-100.445882 39.7837304)
POINT (19.4528646 48.7411522),POINT (7.7718997 48.5949208)
POINT (19.4528646 48.7411522),POINT (72.86236706934388 19.064347750000003)
POINT (19.4528646 48.7411522),POINT (6.159549503621487 49.6323517)
POINT (19.4528646 48.7411522),POINT (39.2925702 -6.8121919)
POINT (19.4528646 48.7411522),POINT (-74.81680214508614 11.0026576)
POINT (19.4528646 48.7411522),POINT (7.764579287532104 48.5362087)
POINT (19.4528646 48.7411522),POINT (80.24437259453944 12.9838992)
POINT (19.4528646 48.7411522),POINT (8.7876653 61.1529386)
POINT (19.4528646 48.7411522),POINT (5.6343227 52.2434979)
POINT (19.4528646 48.7411522),POINT (-87.4529316 40.9463651)
POINT (19.4528646 48.7411522),POINT (102.2656823 4.5693754)
POINT (19.4528646 48.7411522),POINT (102.6224222 17.9744411)
POINT (19.4528646 48.7411522),POINT (19.9999619 41.000028)
POINT (19.4528646 48.7411522),POINT (14.12456 47.59397)
POINT (19.4528646 48.7411522),POINT (4.6667145 50.6402809)
POINT (19.4528646 48.7411522),POINT (17.5961467 44.3053476)
POINT (19.4528646 48.7411522),POINT (25.4856617 42.6073975)
POINT (19.4528646 48.7411522),POINT (-107.991707 61.0666922)
POINT (19.4528646 48.7411522),POINT (104.999927 35.000074)
POINT (19.4528646 48.7411522),POINT (15.6575209 45.3658443)
POINT (19.4528646 48.7411522),POINT (15.3381061 49.7439047)
POINT (19.4528646 48.7411522),POINT (10.3333283 55.670249)
POINT (19.4528646 48.7411522),POINT (21.7168387 41.6171214)
POINT (19.4528646 48.7411522),POINT (25.9209164 63.2467777)
POINT (19.4528646 48.7411522),POINT (1.8883335 46.603354)
POINT (19.4528646 48.7411522),POINT (10.4478313 51.1638175)
POINT (19.4528646 48.7411522),POINT (21.9877132 38.9953683)
POINT (19.4528646 48.7411522),POINT (19.5060937 47.1817585)
POINT (19.4528646 48.7411522),POINT (-7.9794599 52.865196)
POINT (19.4528646 48.7411522),POINT (12.674297 42.6384261)
POINT (19.4528646 48.7411522),POINT (139.2394179 36.5748441)
POINT (19.4528646 48.7411522),POINT (36.941628 31.1667049)
POINT (19.4528646 48.7411522),POINT (6.129799 49.6112768)
POINT (19.4528646 48.7411522),POINT (29.2675469 26.2540493)
POINT (14.8153333 46.1199444),POINT (-4.8379791 39.3260685)
POINT (14.8153333 46.1199444),POINT (14.5208584 59.6749712)
POINT (14.8153333 46.1199444),POINT (-85.0373975 38.8249258)
POINT (14.8153333 46.1199444),POINT (34.9249653 38.9597594)
POINT (14.8153333 46.1199444),POINT (31.2718321 49.4871968)
POINT (14.8153333 46.1199444),POINT (-3.2765753 54.7023545)
POINT (14.8153333 46.1199444),POINT (-100.445882 39.7837304)
POINT (14.8153333 46.1199444),POINT (7.7718997 48.5949208)
POINT (14.8153333 46.1199444),POINT (72.86236706934388 19.064347750000003)
POINT (14.8153333 46.1199444),POINT (6.159549503621487 49.6323517)
POINT (14.8153333 46.1199444),POINT (39.2925702 -6.8121919)
POINT (14.8153333 46.1199444),POINT (-74.81680214508614 11.0026576)
POINT (14.8153333 46.1199444),POINT (7.764579287532104 48.5362087)
POINT (14.8153333 46.1199444),POINT (80.24437259453944 12.9838992)
POINT (14.8153333 46.1199444),POINT (8.7876653 61.1529386)
POINT (14.8153333 46.1199444),POINT (5.6343227 52.2434979)
POINT (14.8153333 46.1199444),POINT (-87.4529316 40.9463651)
POINT (14.8153333 46.1199444),POINT (102.2656823 4.5693754)
POINT (14.8153333 46.1199444),POINT (102.6224222 17.9744411)
POINT (14.8153333 46.1199444),POINT (19.9999619 41.000028)
POINT (14.8153333 46.1199444),POINT (14.12456 47.59397)
POINT (14.8153333 46.1199444),POINT (4.6667145 50.6402809)
POINT (14.8153333 46.1199444),POINT (17.5961467 44.3053476)
POINT (14.8153333 46.1199444),POINT (25.4856617 42.6073975)
POINT (14.8153333 46.1199444),POINT (-107.991707 61.0666922)
POINT (14.8153333 46.1199444),POINT (104.999927 35.000074)
POINT (14.8153333 46.1199444),POINT (15.6575209 45.3658443)
POINT (14.8153333 46.1199444),POINT (15.3381061 49.7439047)
POINT (14.8153333 46.1199444),POINT (10.3333283 55.670249)
POINT (14.8153333 46.1199444),POINT (21.7168387 41.6171214)
POINT (14.8153333 46.1199444),POINT (25.9209164 63.2467777)
POINT (14.8153333 46.1199444),POINT (1.8883335 46.603354)
POINT (14.8153333 46.1199444),POINT (10.4478313 51.1638175)
POINT (14.8153333 46.1199444),POINT (21.9877132 38.9953683)
POINT (14.8153333 46.1199444),POINT (19.5060937 47.1817585)
POINT (14.8153333 46.1199444),POINT (-7.9794599 52.865196)
POINT (14.8153333 46.1199444),POINT (12.674297 42.6384261)
POINT (14.8153333 46.1199444),POINT (139.2394179 36.5748441)
POINT (14.8153333 46.1199444),POINT (36.941628 31.1667049)
POINT (14.8153333 46.1199444),POINT (6.129799 49.6112768)
POINT (14.8153333 46.1199444),POINT (29.2675469 26.2540493)
POINT (-4.8379791 39.3260685),POINT (14.5208584 59.6749712)
POINT (-4.8379791 39.3260685),POINT (-85.0373975 38.8249258)
POINT (-4.8379791 39.3260685),POINT (34.9249653 38.9597594)
POINT (-4.8379791 39.3260685),POINT (31.2718321 49.4871968)
POINT (-4.8379791 39.3260685),POINT (-3.2765753 54.7023545)
POINT (-4.8379791 39.3260685),POINT (-100.445882 39.7837304)
POINT (-4.8379791 39.3260685),POINT (7.7718997 48.5949208)
POINT (-4.8379791 39.3260685),POINT (72.86236706934388 19.064347750000003)
POINT (-4.8379791 39.3260685),POINT (6.159549503621487 49.6323517)
POINT (-4.8379791 39.3260685),POINT (39.2925702 -6.8121919)
POINT (-4.8379791 39.3260685),POINT (-74.81680214508614 11.0026576)
POINT (-4.8379791 39.3260685),POINT (7.764579287532104 48.5362087)
POINT (-4.8379791 39.3260685),POINT (80.24437259453944 12.9838992)
POINT (-4.8379791 39.3260685),POINT (8.7876653 61.1529386)
POINT (-4.8379791 39.3260685),POINT (5.6343227 52.2434979)
POINT (-4.8379791 39.3260685),POINT (-87.4529316 40.9463651)
POINT (-4.8379791 39.3260685),POINT (102.2656823 4.5693754)
POINT (-4.8379791 39.3260685),POINT (102.6224222 17.9744411)
POINT (-4.8379791 39.3260685),POINT (19.9999619 41.000028)
POINT (-4.8379791 39.3260685),POINT (14.12456 47.59397)
POINT (-4.8379791 39.3260685),POINT (4.6667145 50.6402809)
POINT (-4.8379791 39.3260685),POINT (17.5961467 44.3053476)
POINT (-4.8379791 39.3260685),POINT (25.4856617 42.6073975)
POINT (-4.8379791 39.3260685),POINT (-107.991707 61.0666922)
POINT (-4.8379791 39.3260685),POINT (104.999927 35.000074)
POINT (-4.8379791 39.3260685),POINT (15.6575209 45.3658443)
POINT (-4.8379791 39.3260685),POINT (15.3381061 49.7439047)
POINT (-4.8379791 39.3260685),POINT (10.3333283 55.670249)
POINT (-4.8379791 39.3260685),POINT (21.7168387 41.6171214)
POINT (-4.8379791 39.3260685),POINT (25.9209164 63.2467777)
POINT (-4.8379791 39.3260685),POINT (1.8883335 46.603354)
POINT (-4.8379791 39.3260685),POINT (10.4478313 51.1638175)
POINT (-4.8379791 39.3260685),POINT (21.9877132 38.9953683)
POINT (-4.8379791 39.3260685),POINT (19.5060937 47.1817585)
POINT (-4.8379791 39.3260685),POINT (-7.9794599 52.865196)
POINT (-4.8379791 39.3260685),POINT (12.674297 42.6384261)
POINT (-4.8379791 39.3260685),POINT (139.2394179 36.5748441)
POINT (-4.8379791 39.3260685),POINT (36.941628 31.1667049)
POINT (-4.8379791 39.3260685),POINT (6.129799 49.6112768)
POINT (-4.8379791 39.3260685),POINT (29.2675469 26.2540493)
POINT (14.5208584 59.6749712),POINT (-85.0373975 38.8249258)
POINT (14.5208584 59.6749712),POINT (34.9249653 38.9597594)
POINT (14.5208584 59.6749712),POINT (31.2718321 49.4871968)
POINT (14.5208584 59.6749712),POINT (-3.2765753 54.7023545)
POINT (14.5208584 59.6749712),POINT (-100.445882 39.7837304)
POINT (14.5208584 59.6749712),POINT (7.7718997 48.5949208)
POINT (14.5208584 59.6749712),POINT (72.86236706934388 19.064347750000003)
POINT (14.5208584 59.6749712),POINT (6.159549503621487 49.6323517)
POINT (14.5208584 59.6749712),POINT (39.2925702 -6.8121919)
POINT (14.5208584 59.6749712),POINT (-74.81680214508614 11.0026576)
POINT (14.5208584 59.6749712),POINT (7.764579287532104 48.5362087)
POINT (14.5208584 59.6749712),POINT (80.24437259453944 12.9838992)
POINT (14.5208584 59.6749712),POINT (8.7876653 61.1529386)
POINT (14.5208584 59.6749712),POINT (5.6343227 52.2434979)
POINT (14.5208584 59.6749712),POINT (-87.4529316 40.9463651)
POINT (14.5208584 59.6749712),POINT (102.2656823 4.5693754)
POINT (14.5208584 59.6749712),POINT (102.6224222 17.9744411)
POINT (14.5208584 59.6749712),POINT (19.9999619 41.000028)
POINT (14.5208584 59.6749712),POINT (14.12456 47.59397)
POINT (14.5208584 59.6749712),POINT (4.6667145 50.6402809)
POINT (14.5208584 59.6749712),POINT (17.5961467 44.3053476)
POINT (14.5208584 59.6749712),POINT (25.4856617 42.6073975)
POINT (14.5208584 59.6749712),POINT (-107.991707 61.0666922)
POINT (14.5208584 59.6749712),POINT (104.999927 35.000074)
POINT (14.5208584 59.6749712),POINT (15.6575209 45.3658443)
POINT (14.5208584 59.6749712),POINT (15.3381061 49.7439047)
POINT (14.5208584 59.6749712),POINT (10.3333283 55.670249)
POINT (14.5208584 59.6749712),POINT (21.7168387 41.6171214)
POINT (14.5208584 59.6749712),POINT (25.9209164 63.2467777)
POINT (14.5208584 59.6749712),POINT (1.8883335 46.603354)
POINT (14.5208584 59.6749712),POINT (10.4478313 51.1638175)
POINT (14.5208584 59.6749712),POINT (21.9877132 38.9953683)
POINT (14.5208584 59.6749712),POINT (19.5060937 47.1817585)
POINT (14.5208584 59.6749712),POINT (-7.9794599 52.865196)
POINT (14.5208584 59.6749712),POINT (12.674297 42.6384261)
POINT (14.5208584 59.6749712),POINT (139.2394179 36.5748441)
POINT (14.5208584 59.6749712),POINT (36.941628 31.1667049)
POINT (14.5208584 59.6749712),POINT (6.129799 49.6112768)
POINT (14.5208584 59.6749712),POINT (29.2675469 26.2540493)
POINT (-85.0373975 38.8249258),POINT (34.9249653 38.9597594)
POINT (-85.0373975 38.8249258),POINT (31.2718321 49.4871968)
POINT (-85.0373975 38.8249258),POINT (-3.2765753 54.7023545)
POINT (-85.0373975 38.8249258),POINT (-100.445882 39.7837304)
POINT (-85.0373975 38.8249258),POINT (7.7718997 48.5949208)
POINT (-85.0373975 38.8249258),POINT (72.86236706934388 19.064347750000003)
POINT (-85.0373975 38.8249258),POINT (6.159549503621487 49.6323517)
POINT (-85.0373975 38.8249258),POINT (39.2925702 -6.8121919)
POINT (-85.0373975 38.8249258),POINT (-74.81680214508614 11.0026576)
POINT (-85.0373975 38.8249258),POINT (7.764579287532104 48.5362087)
POINT (-85.0373975 38.8249258),POINT (80.24437259453944 12.9838992)
POINT (-85.0373975 38.8249258),POINT (8.7876653 61.1529386)
POINT (-85.0373975 38.8249258),POINT (5.6343227 52.2434979)
POINT (-85.0373975 38.8249258),POINT (-87.4529316 40.9463651)
POINT (-85.0373975 38.8249258),POINT (102.2656823 4.5693754)
POINT (-85.0373975 38.8249258),POINT (102.6224222 17.9744411)
POINT (-85.0373975 38.8249258),POINT (19.9999619 41.000028)
POINT (-85.0373975 38.8249258),POINT (14.12456 47.59397)
POINT (-85.0373975 38.8249258),POINT (4.6667145 50.6402809)
POINT (-85.0373975 38.8249258),POINT (17.5961467 44.3053476)
POINT (-85.0373975 38.8249258),POINT (25.4856617 42.6073975)
POINT (-85.0373975 38.8249258),POINT (-107.991707 61.0666922)
POINT (-85.0373975 38.8249258),POINT (104.999927 35.000074)
POINT (-85.0373975 38.8249258),POINT (15.6575209 45.3658443)
POINT (-85.0373975 38.8249258),POINT (15.3381061 49.7439047)
POINT (-85.0373975 38.8249258),POINT (10.3333283 55.670249)
POINT (-85.0373975 38.8249258),POINT (21.7168387 41.6171214)
POINT (-85.0373975 38.8249258),POINT (25.9209164 63.2467777)
POINT (-85.0373975 38.8249258),POINT (1.8883335 46.603354)
POINT (-85.0373975 38.8249258),POINT (10.4478313 51.1638175)
POINT (-85.0373975 38.8249258),POINT (21.9877132 38.9953683)
POINT (-85.0373975 38.8249258),POINT (19.5060937 47.1817585)
POINT (-85.0373975 38.8249258),POINT (-7.9794599 52.865196)
POINT (-85.0373975 38.8249258),POINT (12.674297 42.6384261)
POINT (-85.0373975 38.8249258),POINT (139.2394179 36.5748441)
POINT (-85.0373975 38.8249258),POINT (36.941628 31.1667049)
POINT (-85.0373975 38.8249258),POINT (6.129799 49.6112768)
POINT (-85.0373975 38.8249258),POINT (29.2675469 26.2540493)
POINT (34.9249653 38.9597594),POINT (31.2718321 49.4871968)
POINT (34.9249653 38.9597594),POINT (-3.2765753 54.7023545)
POINT (34.9249653 38.9597594),POINT (-100.445882 39.7837304)
POINT (34.9249653 38.9597594),POINT (7.7718997 48.5949208)
POINT (34.9249653 38.9597594),POINT (72.86236706934388 19.064347750000003)
POINT (34.9249653 38.9597594),POINT (6.159549503621487 49.6323517)
POINT (34.9249653 38.9597594),POINT (39.2925702 -6.8121919)
POINT (34.9249653 38.9597594),POINT (-74.81680214508614 11.0026576)
POINT (34.9249653 38.9597594),POINT (7.764579287532104 48.5362087)
POINT (34.9249653 38.9597594),POINT (80.24437259453944 12.9838992)
POINT (34.9249653 38.9597594),POINT (8.7876653 61.1529386)
POINT (34.9249653 38.9597594),POINT (5.6343227 52.2434979)
POINT (34.9249653 38.9597594),POINT (-87.4529316 40.9463651)
POINT (34.9249653 38.9597594),POINT (102.2656823 4.5693754)
POINT (34.9249653 38.9597594),POINT (102.6224222 17.9744411)
POINT (34.9249653 38.9597594),POINT (19.9999619 41.000028)
POINT (34.9249653 38.9597594),POINT (14.12456 47.59397)
POINT (34.9249653 38.9597594),POINT (4.6667145 50.6402809)
POINT (34.9249653 38.9597594),POINT (17.5961467 44.3053476)
POINT (34.9249653 38.9597594),POINT (25.4856617 42.6073975)
POINT (34.9249653 38.9597594),POINT (-107.991707 61.0666922)
POINT (34.9249653 38.9597594),POINT (104.999927 35.000074)
POINT (34.9249653 38.9597594),POINT (15.6575209 45.3658443)
POINT (34.9249653 38.9597594),POINT (15.3381061 49.7439047)
POINT (34.9249653 38.9597594),POINT (10.3333283 55.670249)
POINT (34.9249653 38.9597594),POINT (21.7168387 41.6171214)
POINT (34.9249653 38.9597594),POINT (25.9209164 63.2467777)
